Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
10.00145446,7.282356262,-14.74014771,2.709216156,16.66266843
10.01153646,6.398594055,-13.01259018,-1.156495056,14.54671749
10.02161846,4.55517746,-11.45148651,-1.073717194,12.37089543
10.03170146,2.130070496,-10.20667511,0.3718267822,10.43320048
10.04178346,0.4074526978,-8.660540314,-0.6581813049,8.695066351
10.05186546,-0.9192384338,-7.533983002,-1.685195618,7.774688639
10.06194808,-1.300196228,-6.66010025,-1.714384918,6.999040021
10.07203108,-0.2685415649,-6.21312973,-1.844314728,6.486647241
10.08211308,0.7902067566,-6.135740662,-2.23605011,6.578119813
10.09219508,1.321302338,-5.989345093,-2.275118866,6.541732214
10.10227808,1.168470154,-5.855673065,-2.155667267,6.348317172
10.11236008,1.139729919,-6.052962799,-2.302661591,6.575681967
10.12244208,0.9129515076,-5.906267853,-2.343526611,6.419470179
10.13252508,0.3146456909,-5.352419586,-2.221530304,5.803670755
10.14260708,0.1011895752,-4.550237732,-2.192041626,5.051727352
10.15268908,0.1230441284,-3.500770111,-2.312690735,4.197507554
10.16277208,0.2038760376,-2.279010773,-2.432142334,3.339277148
10.17285408,0.4805007935,-1.147064667,-2.739602966,3.008664617
10.18293608,0.7680528259,-0.4010160828,-2.868634644,2.996628732
10.19301808,1.193767548,-0.0809815979,-2.419418793,2.699115831
10.20310108,1.932032318,-0.2186952209,-1.695374451,2.579703666
10.21318308,2.681374054,-0.365539856,-0.7982899475,2.821462926
10.22326508,3.239114227,-0.6035449219,0.2303709412,3.30290754
10.23334808,3.540737,-1.487756195,1.330583038,4.064564948
10.24343008,3.668122101,-3.288511505,2.453248444,5.503440341
10.25351208,3.440595245,-6.281986542,4.40533905,8.408808637
10.26359508,2.721790009,-10.9937384,8.858428802,14.37853211
10.27367708,1.073268127,-17.04086334,17.81325714,24.67498851
10.28375908,-0.3594026184,-25.32628372,26.56016785,36.70139416
10.29384208,0.4150868225,-35.36964844,30.41854431,46.65267587
10.30392408,-2.474504242,-36.59470093,19.05058411,41.33061894
10.31400608,-4.790637817,-23.27719482,6.638545074,24.67485137
10.32408808,-3.724255371,-11.79592026,4.692442017,13.22999716
10.33417108,-3.150797882,-4.500690765,3.96779892,6.776958973
10.34425308,-1.619631958,-0.02978805542,1.893412628,2.491807855
10.35433508,2.470163269,-1.61469223,-4.171974335,5.110215986
10.36441808,7.017407227,-8.824000397,-12.14813782,16.57360068
10.37450008,7.306755524,-13.77914612,-18.47922226,24.18129855
10.38458208,8.333171082,-14.49974762,-16.58925247,23.55605482
10.39466508,8.700656891,-12.64570312,-9.383536835,17.99071987
10.40474708,8.374634857,-11.50702103,8.100255432,16.37559709
10.41482908,4.494403839,-11.23518631,27.20472748,29.77459109
10.42491208,2.418820038,-5.788013763,0.5270539856,6.295202904
10.43499408,-0.8431965637,-2.628384247,-9.151818695,9.559036019
10.44507608,-2.793939972,-3.250191193,-5.610033875,7.059909591
10.45515808,-1.495989075,-6.831044769,-4.089196472,8.100782909
10.46524108,-0.3385958862,-10.02061203,-7.811954956,12.7103876
10.47532308,0.3809577942,-11.3853241,-8.886270905,14.44771761
10.48540508,0.6387217712,-12.10966782,-6.474186859,13.74653104
10.49548808,0.6845265198,-12.70063889,-2.529140625,12.96808995
10.50557008,0.2127076721,-13.15614166,0.1100212097,13.15832104
10.51565208,-0.2649490356,-13.27274918,1.492396545,13.35901629
10.52573508,-0.456101532,-12.74330017,2.246228943,12.94779025
10.53581708,-0.4830455017,-11.72960815,2.522853699,12.00757391
10.54589908,-0.1640588379,-10.22553589,2.28754303,10.47956834
10.55598208,0.7538323975,-8.805888062,2.05238205,9.073268425
10.56606408,1.566492462,-7.795638885,1.496438141,8.091057494
10.57614608,1.93652298,-7.011569366,0.1410067749,7.275445632
