time,X,Y,Z
9.92383227,0.6367430687,0.1195724085,-0.5849460959
9.925825291,0.6452649236,0.1664426625,-0.5924026966
9.927818312,0.6548519731,0.2143781483,-0.6030550599
9.929811333,0.6665695906,0.2601831555,-0.612642169
9.931804354,0.6772218943,0.3038577139,-0.6243597269
9.933797374,0.6900047064,0.3475322723,-0.6350120306
9.935790395,0.7006570101,0.3869459033,-0.6467295885
9.937783416,0.7134398222,0.4252942801,-0.6605776548
9.939776437,0.7251573801,0.461512208,-0.6754909158
9.941769458,0.7411358953,0.4955996573,-0.6904041767
9.943762479,0.7560491562,0.5264914036,-0.7063826323
9.945755499,0.7730928659,0.5541874766,-0.7244915962
9.94774852,0.7933322787,0.5754921436,-0.7394048572
9.949741541,0.8157021999,0.5946663618,-0.7532529235
9.951734562,0.8380720615,0.6106448174,-0.769231379
9.953727583,0.8647028804,0.6212971807,-0.7830794454
9.955720604,0.8955946565,0.6234276295,-0.7937317491
9.957713624,0.9232907295,0.6255580783,-0.805449307
9.959706645,0.9563129544,0.6212971807,-0.8171668649
9.961699666,0.9872047305,0.6170362234,-0.8288844228
9.963692687,1.022357345,0.6053186655,-0.8384715319
9.965685708,1.058575273,0.5936011076,-0.848058641
9.967678729,1.099054217,0.5786878467,-0.854450047
9.969671802,1.138467789,0.5605788827,-0.8587109447
9.971664874,1.181077123,0.5371437669,-0.8608414531
9.973657947,1.224751711,0.5094476938,-0.8619066477
9.97565102,1.269491434,0.4817516208,-0.85764575
9.977644093,1.312100768,0.4476641715,-0.8533847928
9.979637166,1.357905746,0.4146419466,-0.8427324891
9.981630239,1.402645588,0.3805544972,-0.83314538
9.983623312,1.445254922,0.3475322723,-0.8182321191
9.985616385,1.489994645,0.3145100474,-0.8033188581
9.987609458,1.53047359,0.2825530469,-0.787340343
9.989602531,1.569887161,0.2484655976,-0.7681661844
9.991595604,1.609300733,0.2186390758,-0.744731009
9.993588677,1.646583915,0.1909430176,-0.7212958932
9.995581749,1.685997605,0.1632469594,-0.6957303286
9.997574822,1.719019771,0.137681365,-0.6669690013
9.999567895,1.749911547,0.1131810099,-0.6371424794
10.00156097,1.782933831,0.0929415822,-0.6051855087
10.00355404,1.811695099,0.07270215452,-0.5710980296
10.00554711,1.84365201,0.05459319428,-0.5402063131
10.00754019,1.869217634,0.03648423031,-0.5050535798
10.00953326,1.895848513,0.01837527007,-0.4677704573
10.01152633,1.916087866,0.001331541222,-0.433683008
10.01351941,1.935262084,-0.01997311972,-0.3963998258
10.01551248,1.954436302,-0.03701684624,-0.3601819277
10.01750555,1.96615386,-0.05299534276,-0.3260944486
10.01949862,1.977871418,-0.06790860742,-0.2909417748
10.0214917,1.985328078,-0.07536523789,-0.2568543255
10.02348477,1.99065423,-0.08388710022,-0.2259625494
10.02547784,1.995980382,-0.08601756394,-0.1982664913
10.02747092,1.993849874,-0.08708280325,-0.1695052087
10.02946399,1.989588976,-0.08282186836,-0.146070078
10.03145706,1.984262824,-0.071104303,-0.1247654185
10.03345014,1.97361052,-0.05725627393,-0.1034607589
10.03544321,1.9586972,-0.03914731368,-0.08535179496
10.03743628,1.942718744,-0.0146469539,-0.07150376588
10.03942935,1.922479272,0.01517957076,-0.05978620425
10.04142243,1.904370308,0.04713656008,-0.05019910634
10.04341545,1.877739549,0.08761541545,-0.04380770773
10.04540847,1.850043416,0.1280942708,-0.0384815447
10.04740149,1.825543046,0.1760297567,-0.03422060981
10.04939451,1.794651389,0.2250304818,-0.03315537795
10.05138753,1.762694359,0.2772268951,-0.02995967865
10.05338055,1.733933091,0.331553787,-0.03102491237
10.05537357,1.701976061,0.3880111277,-0.03422060981
10.05736659,1.666823387,0.4476641715,-0.0352858454
10.05935961,1.634866357,0.5062519908,-0.04167724028
10.06135264,1.602909446,0.5669702888,-0.04700340703
10.06334566,1.565626264,0.6255580783,-0.05339480564
10.06533868,1.529408336,0.6798849702,-0.06404713541
10.0673317,1.492125154,0.7311493158,-0.0736342296
10.06932472,1.453776717,0.7844109535,-0.08322133124
10.07131774,1.417558789,0.8398030996,-0.0949388966
10.07331076,1.386667132,0.8919994831,-0.1055912226
10.07530378,1.354710102,0.946326375,-0.1162435561
10.0772968,1.323818326,0.9963923693,-0.1247654185
10.07928982,1.301448464,1.044327855,-0.1311568171
10.08128284,1.279078603,1.091198087,-0.1364829838
10.08327586,1.259904385,1.134872675,-0.1418091506
10.08526889,1.239664912,1.178547144,-0.1471353173
10.08726191,1.223686457,1.213699818,-0.149265781
10.08925493,1.208773136,1.243526459,-0.1524614692
10.09124795,1.193859935,1.276548624,-0.1535267085
10.09324097,1.186403275,1.308505654,-0.1545919478
10.09523399,1.18533802,1.340462565,-0.1524614692
10.09722701,1.184272766,1.371354342,-0.1513962448
10.09922003,1.188533783,1.403311372,-0.146070078
10.10121305,1.198120832,1.429942131,-0.142874375
