"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.914847583E0,-1.817199111E0,4.441842556E0,6.804321289E0
7.916840656E0,-1.869871497E0,4.346074581E0,6.852205276E0
7.918833729E0,-1.831564307E0,4.226364613E0,6.957550049E0
7.920826802E0,-1.763928056E0,4.121019840E0,7.158663273E0
7.922819874E0,-1.668160081E0,3.991732836E0,7.365162849E0
7.924812947E0,-1.591545582E0,3.895964622E0,7.590218067E0
7.926806020E0,-1.486200690E0,3.766677856E0,7.820061207E0
7.928799093E0,-1.337760210E0,3.666121244E0,8.016386032E0
7.930792166E0,-1.232415318E0,3.574543238E0,8.193556786E0
7.932785239E0,-1.112705231E0,3.478775024E0,8.327631950E0
7.934778312E0,-1.026513934E0,3.421314240E0,8.476671219E0
7.936771385E0,-9.115923047E-1,3.373430252E0,8.615534782E0
7.938764458E0,-8.254010081E-1,3.320757866E0,8.672995567E0
7.940757531E0,-7.296329737E-1,3.287238836E0,8.706514359E0
7.942750604E0,-6.284779310E-1,3.263296843E0,8.749609947E0
7.944743677E0,-5.710170865E-1,3.263296843E0,8.740033150E0
7.946736749E0,-5.758054852E-1,3.292027235E0,8.706514359E0
7.948729822E0,-5.614402890E-1,3.354276657E0,8.615534782E0
7.950722895E0,-5.853823423E-1,3.426102638E0,8.524555206E0
7.952715968E0,-6.093243361E-1,3.488351822E0,8.433575630E0
7.954709041E0,-6.141127348E-1,3.603273630E0,8.337208748E0
7.956702114E0,-6.380547285E-1,3.718793869E0,8.207921982E0
7.958695187E0,-6.428431273E-1,3.828927040E0,8.059481621E0
7.960688260E0,-6.380547285E-1,3.972579241E0,7.925405979E0
7.962681333E0,-6.428431273E-1,4.097077847E0,7.772177219E0
7.964674406E0,-6.524199843E-1,4.240729809E0,7.609371662E0
7.966667479E0,-6.619967818E-1,4.365228176E0,7.456142426E0
7.968660552E0,-6.811503768E-1,4.513668537E0,7.326855659E0
7.970653572E0,-6.907271743E-1,4.657320976E0,7.187393665E0
7.972646593E0,-7.009025216E-1,4.782417774E0,7.062894821E0
7.974639614E0,-7.296329737E-1,4.921281815E0,6.943184853E0
7.976632635E0,-7.344213724E-1,5.045780182E0,6.818686485E0
7.978625656E0,-7.631517649E-1,5.151124954E0,6.713341713E0
7.980618677E0,-8.062474132E-1,5.275623322E0,6.631938934E0
7.982611697E0,-8.493430614E-1,5.376179695E0,6.540958881E0
7.984604718E0,-8.924387097E-1,5.462371349E0,6.473921299E0
7.986597739E0,-9.211691022E-1,5.529408932E0,6.449979305E0
7.988590760E0,-9.929951429E-1,5.586869717E0,6.382941723E0
7.990583781E0,-1.002571940E0,5.649118900E0,6.315904140E0
7.992576802E0,-1.064821243E0,5.677849293E0,6.296750546E0
7.994569822E0,-1.083974838E0,5.677849293E0,6.282385349E0
7.996562843E0,-1.127070427E0,5.682637691E0,6.268020153E0
7.998555864E0,-1.151012421E0,5.687426090E0,6.277596951E0
8.000548885E0,-1.151012421E0,5.658695698E0,6.296750546E0
8.002541906E0,-1.136647224E0,5.615600109E0,6.325480938E0
8.004534927E0,-1.131858826E0,5.601234913E0,6.330269337E0
8.006527947E0,-1.083974838E0,5.543774128E0,6.368576527E0
8.008520968E0,-1.045667648E0,5.491101742E0,6.416460514E0
8.010513989E0,-1.002571940E0,5.452794552E0,6.454767704E0
8.012507010E0,-9.403226972E-1,5.404910564E0,6.497863293E0
8.014500031E0,-8.828618526E-1,5.361814499E0,6.564900875E0
8.016493052E0,-8.301894665E-1,5.328295708E0,6.660669327E0
8.018486072E0,-7.679402232E-1,5.232527733E0,6.684611320E0
8.020479093E0,-6.907271743E-1,5.170278549E0,6.718130112E0
8.022472114E0,-5.949591398E-1,5.141548157E0,6.823474884E0
8.024465135E0,-5.039794445E-1,5.122394562E0,6.957550049E0
8.026458156E0,-4.417302012E-1,5.093664169E0,7.105990410E0
8.028451177E0,-3.938461840E-1,5.031414986E0,7.153874874E0
8.030444197E0,-3.411737382E-1,4.973954201E0,7.293336868E0
8.032437218E0,-3.124433160E-1,4.921281815E0,7.379528046E0
8.034430239E0,-2.741360962E-1,4.926070213E0,7.513603687E0
8.036423260E0,-2.597708702E-1,4.930858612E0,7.614160061E0
8.038416281E0,-2.597708702E-1,4.954800606E0,7.681197643E0
8.040409302E0,-2.789244950E-1,4.973954201E0,7.772177219E0
8.042402322E0,-3.028665185E-1,5.031414986E0,7.839214802E0
8.044395343E0,-3.268085420E-1,5.064933777E0,7.901463985E0
8.046388364E0,-3.794809580E-1,5.146336555E0,7.930194378E0
8.048381385E0,-4.608838260E-1,5.218162537E0,7.954136372E0
8.050374406E0,-5.614402890E-1,5.299565315E0,7.978078842E0
8.052367427E0,-6.763619781E-1,5.400122166E0,8.025962830E0
8.054360447E0,-7.823054194E-1,5.519832134E0,8.102577209E0
8.056353468E0,-8.972271085E-1,5.697002888E0,8.198345184E0
8.058346489E0,-1.016937137E0,5.811924458E0,8.231863976E0
8.060339510E0,-1.203684926E0,5.903502941E0,8.270171165E0
8.062332531E0,-1.419163108E0,6.051943302E0,8.385691643E0
8.064325552E0,-1.620275974E0,6.205172062E0,8.582015991E0
8.066318572E0,-1.773504853E0,6.401496887E0,8.773551941E0
8.068311593E0,-1.884236693E0,6.616974831E0,8.984241486E0
8.070304614E0,-1.946485996E0,6.798934460E0,9.261969566E0
8.072297635E0,-2.003946781E0,7.019799232E0,9.545084000E0
8.074290656E0,-2.051830769E0,7.249642849E0,9.913790703E0
8.076283677E0,-2.070984364E0,7.503427982E0,1.033995819E1
8.078276697E0,-2.056619167E0,7.757213593E0,1.077630138E1
8.080269718E0,-2.018311977E0,8.001421928E0,1.122641182E1
8.082262739E0,-1.989581585E0,8.289324760E0,1.172919369E1
8.084255760E0,-1.994369984E0,8.557475090E0,1.212722969E1
8.086248781E0,-1.936909199E0,8.820837975E0,1.247678375E1
8.088241802E0,-1.932120800E0,9.093776703E0,1.272099209E1
8.090234822E0,-1.932120800E0,9.357737541E0,1.288439655E1
8.092227895E0,-1.960851192E0,9.587580681E0,1.295143414E1
8.094220968E0,-1.989581585E0,9.812635422E0,1.297058773E1
8.096214041E0,-2.018311977E0,1.000417137E1,1.294664574E1
8.098207114E0,-2.104503393E0,1.020528507E1,1.285985565E1
8.100200187E0,-2.147598982E0,1.038784218E1,1.278802967E1
8.102193260E0,-2.176329374E0,1.053149509E1,1.265874290E1
8.104186333E0,-2.157175779E0,1.067514706E1,1.253903294E1
8.106179406E0,-2.109291792E0,1.080443382E1,1.245284176E1
8.108172479E0,-2.080561161E0,1.092893219E1,1.230918980E1
8.110165552E0,-2.008735180E0,1.102948856E1,1.213680744E1
8.112158624E0,-1.874659896E0,1.109652615E1,1.192611694E1
8.114151697E0,-1.725620866E0,1.116356373E1,1.168609810E1
8.116144770E0,-1.538873196E0,1.121144772E1,1.138921738E1
8.118137843E0,-1.318606615E0,1.122581291E1,1.104924107E1
8.120130916E0,-1.012148738E0,1.120187092E1,1.069968700E1
8.122123989E0,-6.811503768E-1,1.113483334E1,1.029207420E1
8.124117062E0,-3.699041605E-1,1.103906536E1,9.822811127E0
8.126110135E0,-7.781155407E-2,1.089541340E1,9.309853554E0
8.128103208E0,2.717418969E-1,1.070387745E1,8.783128738E0
8.130096281E0,5.883750916E-1,1.045488071E1,8.155249596E0
8.132089354E0,9.331400990E-1,1.016218948E1,7.566276073E0
8.134082427E0,1.258751512E0,9.841365814E0,6.981492043E0
8.136075499E0,1.575384736E0,9.482235909E0,6.421248913E0
8.138068572E0,1.881842494E0,9.074623108E0,5.898714542E0
8.140061645E0,2.183511972E0,8.643666267E0,5.458181381E0
8.142054718E0,2.442085743E0,8.179191589E0,5.094262600E0
8.144047791E0,2.696469545E0,7.714118004E0,4.806359768E0
8.146040864E0,2.916736126E0,7.278373241E0,4.614823818E0
8.148033937E0,3.041234732E0,6.875548840E0,4.495113850E0
8.150027010E0,3.160944700E0,6.502053261E0,4.413711071E0
8.152020083E0,3.165733099E0,6.171653271E0,4.437653065E0
8.154013156E0,3.050811529E0,5.956175327E0,4.581305027E0
8.156006229E0,2.835333347E0,5.759252071E0,4.791994572E0
8.157999302E0,2.552218914E0,5.653907299E0,5.036801815E0
8.159992374E0,2.221819162E0,5.553350925E0,5.309741020E0
8.161985447E0,1.896207690E0,5.491101742E0,5.640140533E0
8.163978520E0,1.556231141E0,5.433640957E0,6.051943302E0
8.165971593E0,1.172560334E0,5.409698963E0,6.512228489E0
8.167964666E0,7.799112201E-1,5.424064159E0,7.058106422E0
8.169957739E0,4.447229803E-1,5.443217754E0,7.638102055E0
8.171950760E0,1.663970202E-1,5.476736546E0,8.279747963E0
8.173943781E0,-3.950432688E-2,5.510255337E0,8.821435928E0
8.175936802E0,-2.166752517E-1,5.577292919E0,9.285911560E0
8.177929822E0,-3.363853395E-1,5.658695698E0,9.679159164E0
8.179922843E0,-3.842693865E-1,5.749675274E0,9.923367500E0
8.181915864E0,-3.890577853E-1,5.845443249E0,1.007659626E1
8.183908885E0,-3.651157618E-1,5.984905720E0,1.012448025E1
8.185901906E0,-2.693476975E-1,6.099827290E0,1.009096146E1
8.187894927E0,-1.687912196E-1,6.267421722E0,1.002392387E1
8.189887947E0,-1.197100850E-3,6.420650482E0,9.894637108E0
8.191880968E0,1.376665980E-1,6.597821236E0,9.669582367E0
8.193873989E0,2.621650994E-1,6.770204067E0,9.424775124E0
8.195867010E0,3.387795389E-1,6.966528416E0,9.151836395E0
8.197860031E0,3.866635859E-1,7.187393665E0,8.826224327E0
8.199853052E0,4.297592044E-1,7.422025204E0,8.471882820E0
8.201846072E0,4.734533727E-1,7.661445618E0,8.069058418E0
8.203839093E0,4.782418013E-1,7.910442352E0,7.719504833E0
8.205832114E0,4.926069975E-1,8.198345184E0,7.398681641E0
8.207825135E0,5.165489912E-1,8.500014305E0,7.058106422E0
8.209818156E0,5.692214370E-1,8.787319183E0,6.737283707E0
8.211811177E0,6.458359361E-1,9.093776703E0,6.464344501E0
8.213804197E0,7.128735781E-1,9.424775124E0,6.229712963E0
8.215797218E0,7.990648150E-1,9.745597839E0,5.984905720E0
8.217790239E0,9.331400990E-1,1.007120991E1,5.783792973E0
8.219783260E0,1.038484931E0,1.038245583E1,5.587468147E0
8.221776281E0,1.139041424E0,1.069430065E1,5.410297394E0
8.223769302E0,1.201290727E0,1.095287418E1,5.276222229E0
8.225762322E0,1.263539910E0,1.124496651E1,5.146934986E0
8.227755343E0,1.311424017E0,1.148917580E1,4.978742599E0
8.229748364E0,1.311424017E0,1.174834728E1,4.772840977E0
8.231741385E0,1.344942808E0,1.196382618E1,4.557363033E0
8.233734406E0,1.344942808E0,1.216015053E1,4.322731018E0
8.235727427E0,1.335366011E0,1.235168648E1,4.083311081E0
8.237720447E0,1.349731207E0,1.252885723E1,3.848080635E0
8.239713468E0,1.359308004E0,1.269226170E1,3.685275078E0
8.241706489E0,1.349731207E0,1.281197166E1,3.512892485E0
8.243699510E0,1.330577612E0,1.295083523E1,3.383605480E0
8.245692531E0,1.297058821E0,1.307533360E1,3.287837505E0
8.247685552E0,1.258751512E0,1.315673733E1,3.206434727E0
8.249678572E0,1.253963113E0,1.322856331E1,3.139396906E0
8.251671593E0,1.225232720E0,1.325729370E1,3.081936121E0
8.253664614E0,1.201290727E0,1.329560089E1,3.019686937E0
8.255657635E0,1.172560334E0,1.329560089E1,2.976591349E0
8.257650656E0,1.110311031E0,1.329560089E1,2.967014551E0
8.259643677E0,1.095945835E0,1.327644730E1,2.962226152E0
8.261636697E0,1.048061848E0,1.319983292E1,2.986168146E0
8.263629718E0,1.019331336E0,1.315194893E1,3.019686937E0
8.265622739E0,1.019331336E0,1.304181480E1,3.062782526E0
8.267615760E0,1.009754539E0,1.292210484E1,3.101089716E0
8.269608781E0,1.009754539E0,1.277845287E1,3.168127298E0
8.271601802E0,1.028908134E0,1.261983681E1,3.239953518E0
8.273594822E0,1.009754539E0,1.242830086E1,3.302202702E0
8.275587843E0,1.028908134E0,1.224155331E1,3.393182278E0
8.277580864E0,1.091157436E0,1.199734497E1,3.436278105E0
8.279573885E0,1.095945835E0,1.177229023E1,3.484162092E0
8.281566906E0,1.129464626E0,1.156159973E1,3.565564871E0
8.283559927E0,1.148618221E0,1.132636929E1,3.637390852E0
8.285552947E0,1.196502328E0,1.108694935E1,3.685275078E0
8.287545968E0,1.210867524E0,1.085710621E1,3.718793869E0
8.289538989E0,1.258751512E0,1.060810947E1,3.709217072E0
8.291532010E0,1.282693505E0,1.039263058E1,3.733159065E0
8.293525031E0,1.354519606E0,1.011909389E1,3.766677856E0
8.295518052E0,1.392826796E0,9.860519409E0,3.819350243E0
8.297511124E0,1.459864497E0,9.640253067E0,3.848080635E0
8.299504197E0,1.512536883E0,9.429563522E0,3.886387825E0
8.301497270E0,1.604115129E0,9.223063469E0,3.944447279E0
8.303490343E0,1.656787634E0,9.012373924E0,3.973177671E0
8.305483416E0,1.714248419E0,8.796895981E0,4.006696701E0
8.307476489E0,1.795651317E0,8.610147476E0,4.064157486E0
8.309469562E0,1.872265697E0,8.432976723E0,4.116829872E0
8.311462635E0,1.972822189E0,8.270171165E0,4.126406670E0
8.313455708E0,2.078166962E0,8.121131897E0,4.169502258E0
8.315448781E0,2.145204782E0,7.987056732E0,4.169502258E0
8.317441854E0,2.240972757E0,7.852981567E0,4.217386246E0
8.319434927E0,2.365471363E0,7.723694801E0,4.217386246E0
8.321427999E0,2.489969730E0,7.642292023E0,4.274847031E0
8.323421072E0,2.571372509E0,7.565677166E0,4.250905037E0
8.325414145E0,2.647987127E0,7.508216381E0,4.222174644E0
8.327407218E0,2.734776974E0,7.455543995E0,4.203021049E0
8.329400291E0,2.811391354E0,7.412448406E0,4.203021049E0
8.331393364E0,2.907159328E0,7.388506413E0,4.159925461E0
8.333386437E0,3.017292738E0,7.374141216E0,4.116829872E0
8.335379510E0,3.113060713E0,7.354987621E0,4.064157486E0
8.337372583E0,3.156156301E0,7.369352818E0,3.987542868E0
8.339365656E0,3.208828926E0,7.402871609E0,3.925293684E0
8.341358729E0,3.266289711E0,7.431602001E0,3.848080635E0
8.343351802E0,3.323750496E0,7.460332394E0,3.795408249E0
8.345344874E0,3.366846085E0,7.522581577E0,3.737947464E0
8.347337947E0,3.390788078E0,7.584830761E0,3.690063477E0
8.349331020E0,3.438672304E0,7.637503624E0,3.599083662E0
8.351324093E0,3.467402697E0,7.718906403E0,3.570353270E0
8.353317166E0,3.500921488E0,7.833827972E0,3.522469282E0
8.355310239E0,3.529651880E0,7.934384346E0,3.479373693E0
8.357303312E0,3.548805475E0,8.025363922E0,3.465008497E0
8.359296385E0,3.558382273E0,8.164826393E0,3.402759075E0
8.361289458E0,3.591901064E0,8.279747963E0,3.378817081E0
8.363282531E0,3.634996653E0,8.380304337E0,3.273472309E0
8.365275604E0,3.625419855E0,8.514379501E0,3.196857929E0
8.367268677E0,3.572747469E0,8.634089470E0,3.086724520E0
8.369261749E0,3.611054659E0,8.768165588E0,3.010110140E0
8.371254822E0,3.601477861E0,8.887875557E0,2.904765129E0
8.373247895E0,3.577535868E0,8.988431931E0,2.818573952E0
8.375240968E0,3.534440279E0,9.050681114E0,2.698265314E0
8.377233989E0,3.453037500E0,9.151237488E0,2.592920542E0
8.379227010E0,3.352480888E0,9.247005463E0,2.473210335E0
8.381220031E0,3.280654907E0,9.314641953E0,2.382230759E0
8.383213052E0,3.165733099E0,9.376891136E0,2.272097349E0
8.385206072E0,3.084330320E0,9.443928719E0,2.171540976E0
8.387199093E0,2.974197149E0,9.491812706E0,2.070984364E0
8.389192114E0,2.844910145E0,9.530119896E0,1.965639591E0
8.391185135E0,2.744353771E0,9.563638687E0,1.860294700E0
8.393178156E0,2.600103140E0,9.573215485E0,1.745373011E0
8.395171177E0,2.470816135E0,9.582792282E0,1.615487576E0
8.397164197E0,2.331952572E0,9.606734276E0,1.481412292E0
8.399157218E0,2.226607561E0,9.635464668E0,1.376067400E0
8.401150239E0,2.063801765E0,9.645041466E0,1.261145711E0
8.403143260E0,1.963245392E0,9.640253067E0,1.136647224E0
8.405136281E0,1.872265697E0,9.645041466E0,1.064821243E0
8.407129302E0,1.762132406E0,9.611522675E0,9.403226972E-1
8.409122322E0,1.613691926E0,9.616311073E0,8.158242106E-1
8.411115343E0,1.522113681E0,9.597157478E0,7.056909800E-1
8.413108364E0,1.392826796E0,9.578003883E0,5.811924338E-1
8.415101385E0,1.330577612E0,9.578003883E0,4.896142483E-1
8.417094406E0,1.253963113E0,9.573215485E0,3.986345828E-1
8.419087427E0,1.139041424E0,9.520543098E0,2.885012925E-1
8.421080447E0,1.038484931E0,9.487024307E0,1.831564307E-1
8.423073468E0,1.014542937E0,9.467870712E0,1.017535701E-1
8.425066489E0,9.810241461E-1,9.448717117E0,-2.274491638E-2
8.427059510E0,9.427168965E-1,9.400833130E0,-1.089361757E-1
8.429052531E0,8.565256596E-1,9.362525940E0,-2.286462635E-1
8.431045552E0,8.134300113E-1,9.324218750E0,-3.004723191E-1
8.433038572E0,7.894880176E-1,9.309853554E0,-3.627215624E-1
8.435031593E0,7.559691668E-1,9.290699959E0,-4.297592044E-1
8.437024614E0,7.368155718E-1,9.285911560E0,-4.872200489E-1
8.439017635E0,7.176619768E-1,9.261370659E0,-5.446808934E-1
8.441010656E0,6.985083222E-1,9.242217064E0,-6.021417379E-1
8.443003677E0,7.032967210E-1,9.208698273E0,-6.458359361E-1
8.444996697E0,7.416039705E-1,9.179967880E0,-6.841431260E-1
8.446989718E0,8.182184100E-1,9.141660690E0,-7.224503756E-1
8.448982739E0,8.756792545E-1,9.098565102E0,-7.032967210E-1
8.450975760E0,9.714473486E-1,9.060257912E0,-7.320271730E-1
8.452968781E0,1.057638645E0,9.002797127E0,-6.985083222E-1
8.454961802E0,1.153406620E0,8.993220329E0,-6.937199235E-1
8.456954822E0,1.220444322E0,8.954913139E0,-6.745663285E-1
8.458947843E0,1.311424017E0,8.907029152E0,-6.266822815E-1
8.460940864E0,1.335366011E0,8.873510361E0,-5.351040959E-1
8.462933885E0,1.383249998E0,8.844779968E0,-4.010287821E-1
8.464926906E0,1.378461599E0,8.816049576E0,-2.813186944E-1
8.466919927E0,1.388038397E0,8.792107582E0,-1.137245819E-1
8.468912947E0,1.407191992E0,8.749011993E0,4.908113554E-2
8.470905968E0,1.450287700E0,8.729858398E0,1.879448295E-1
8.472898989E0,1.469441295E0,8.681973457E0,3.124433160E-1
8.474892010E0,1.474229693E0,8.653243065E0,4.513070285E-1
8.476885031E0,1.498171687E0,8.629301071E0,5.428852439E-1
8.478878052E0,1.550844193E0,8.610147476E0,6.673837304E-1
8.480871072E0,1.570596337E0,8.590993881E0,7.823054194E-1
8.482864093E0,1.608903527E0,8.576628685E0,8.972271085E-1
8.484857114E0,1.618480325E0,8.595782280E0,9.977835417E-1
8.486850135E0,1.637633920E0,8.586205482E0,1.107916832E0
8.488843156E0,1.637633920E0,8.581417084E0,1.251568913E0
8.490836177E0,1.647210717E0,8.571840286E0,1.380855799E0
8.492829197E0,1.637633920E0,8.571840286E0,1.543661594E0
8.494822218E0,1.623268723E0,8.586205482E0,1.716642618E0
8.496815239E0,1.618480325E0,8.571840286E0,1.855506301E0
8.498808260E0,1.637633920E0,8.576628685E0,1.984793186E0
8.500801281E0,1.623268723E0,8.586205482E0,2.109291792E0
8.502794354E0,1.618480325E0,8.605359077E0,2.243366957E0
8.504787427E0,1.599326730E0,8.600570679E0,2.348711967E0
8.506780499E0,1.589749932E0,8.624512672E0,2.497152328E0
8.508773572E0,1.604115129E0,8.619724274E0,2.597708941E0
8.510766645E0,1.632845521E0,8.624512672E0,2.741360903E0
8.512759718E0,1.661576033E0,8.614935875E0,2.832939148E0
8.514752791E0,1.642422318E0,8.643666267E0,2.885611534E0
8.516745864E0,1.690306425E0,8.634089470E0,2.967014551E0
8.518738937E0,1.714248419E0,8.581417084E0,3.029263735E0
8.520732010E0,1.781286120E0,8.543109894E0,3.101089716E0
8.522725083E0,1.829170108E0,8.533533096E0,3.158550501E0
8.524718156E0,1.934514999E0,8.500014305E0,3.168127298E0
8.526711229E0,2.006340981E0,8.471283913E0,3.211223125E0
8.528704302E0,2.049436569E0,8.437765121E0,3.263895512E0
8.530697374E0,2.149993181E0,8.428188324E0,3.268683910E0
8.532690447E0,2.217030764E0,8.413823128E0,3.278260708E0
8.534683520E0,2.341529369E0,8.380304337E0,3.292625904E0
8.536676593E0,2.437297344E0,8.327631950E0,3.306991100E0
8.538669666E0,2.537853718E0,8.279747963E0,3.369240284E0
8.540662739E0,2.595314741E0,8.270171165E0,3.374028683E0
8.542655812E0,2.706046581E0,8.241440773E0,3.350086689E0
8.544648885E0,2.792237759E0,8.203133583E0,3.354875088E0
8.546641958E0,2.849698544E0,8.135497093E0,3.311779499E0
8.548635031E0,2.902370930E0,8.078036308E0,3.297414303E0
8.550628104E0,2.988562346E0,8.025363922E0,3.239953518E0
8.552621177E0,3.074753523E0,7.934384346E0,3.192069530E0
8.554614249E0,3.160944700E0,7.862558365E0,3.139396906E0
8.556607322E0,3.208828926E0,7.795520782E0,3.048417330E0
8.558600395E0,3.290231705E0,7.752425194E0,2.967014551E0
8.560593468E0,3.385999680E0,7.694964409E0,2.861669540E0
8.562586541E0,3.371634483E0,7.661445618E0,2.750937700E0
8.564579614E0,3.443460703E0,7.603984833E0,2.626439333E0
8.566572687E0,3.462614298E0,7.556100368E0,2.482787132E0
8.568565760E0,3.496133089E0,7.517793179E0,2.353500366E0
8.570558833E0,3.515286684E0,7.517793179E0,2.171540976E0
8.572551906E0,3.558382273E0,7.493851185E0,1.980004787E0
8.574544979E0,3.491344690E0,7.517793179E0,1.841141105E0
8.576538052E0,3.443460703E0,7.536946774E0,1.702277422E0
8.578531124E0,3.414730072E0,7.560888767E0,1.558026791E0
8.580524197E0,3.371634483E0,7.575253963E0,1.414374709E0
8.582517218E0,3.362057686E0,7.603984833E0,1.203684926E0
8.584510239E0,3.328538895E0,7.599195957E0,1.021725535E0
8.586503260E0,3.347692490E0,7.632715225E0,8.110358119E-1
8.588496281E0,3.362057686E0,7.671022415E0,6.386532784E-1
8.590489302E0,3.390788078E0,7.680599213E0,4.417302012E-1
8.592482322E0,3.405153275E0,7.694964409E0,2.070984542E-1
8.594475343E0,3.481767893E0,7.704541206E0,-1.316810958E-2
8.596468364E0,3.500921488E0,7.699752808E0,-1.041477770E-1
8.598461385E0,3.453037500E0,7.709329605E0,-2.477998734E-1
8.600454406E0,3.505709887E0,7.742848396E0,-4.393360019E-1
8.602447427E0,3.567959070E0,7.785943985E0,-5.494692922E-1
8.604440447E0,3.587112665E0,7.824251175E0,-6.649895310E-1
8.606433468E0,3.639785051E0,7.862558365E0,-7.894880176E-1
8.608426489E0,3.706822872E0,7.848193169E0,-8.469488621E-1
8.610419510E0,3.682880878E0,7.848193169E0,-8.565256596E-1
8.612412531E0,3.692457676E0,7.886500359E0,-7.990648150E-1
8.614405552E0,3.706822872E0,7.881711960E0,-7.511807680E-1
8.616398572E0,3.778648853E0,7.900865555E0,-7.032967210E-1
8.618391593E0,3.759495258E0,7.891288757E0,-5.925649405E-1
8.620384614E0,3.730764866E0,7.953537941E0,-5.063736439E-1
8.622377635E0,3.745130062E0,7.987056732E0,-4.249708056E-1
8.624370656E0,3.711611271E0,8.025363922E0,-2.861070931E-1
8.626363677E0,3.745130062E0,8.001421928E0,-1.137245819E-1
8.628356697E0,3.735553265E0,8.020575523E0,-3.591302549E-3
8.630349718E0,3.764283657E0,8.030152321E0,1.161187813E-1
8.632342739E0,3.754706860E0,8.068459511E0,2.549824715E-1
8.634335760E0,3.773860455E0,8.058882713E0,3.555389643E-1
8.636328781E0,3.769072056E0,8.106766701E0,4.513070285E-1
8.638321802E0,3.788225651E0,8.130708694E0,5.955576897E-1
8.640314822E0,3.778648853E0,8.174403191E0,7.392097712E-1
8.642307843E0,3.788225651E0,8.217498779E0,8.014590144E-1
8.644300864E0,3.778648853E0,8.236652374E0,9.403226972E-1
8.646293885E0,3.730764866E0,8.318055153E0,1.026513934E0
8.648286906E0,3.716399670E0,8.332420349E0,1.112705231E0
8.650279927E0,3.649361849E0,8.380304337E0,1.136647224E0
8.652272947E0,3.529651880E0,8.423399925E0,1.146224022E0
8.654265968E0,3.476979494E0,8.428188324E0,1.218050122E0
8.656258989E0,3.376422882E0,8.471283913E0,1.222838521E0
8.658252010E0,3.314173698E0,8.523956299E0,1.203684926E0
8.660245031E0,3.165733099E0,8.586205482E0,1.189319730E0
8.662238052E0,3.060388327E0,8.638877869E0,1.213261724E0
8.664231072E0,2.950255156E0,8.720281601E0,1.203684926E0
8.666224093E0,2.825756550E0,8.749011993E0,1.232415318E0
8.668217114E0,2.729988575E0,8.768165588E0,1.203684926E0
8.670210135E0,2.643198729E0,8.816049576E0,1.170166135E0
8.672203156E0,2.552218914E0,8.787319183E0,1.146224022E0
8.674196177E0,2.442085743E0,8.777742386E0,1.098340034E0
8.676189197E0,2.384624958E0,8.772953987E0,1.040879130E0
8.678182218E0,2.284068346E0,8.739435196E0,1.026513934E0
8.680175239E0,2.188300371E0,8.753800392E0,9.834183455E-1
8.682168260E0,2.121262789E0,8.777742386E0,9.929951429E-1
8.684161281E0,2.059013367E0,8.806472778E0,1.012148738E0
8.686154302E0,1.963245392E0,8.806472778E0,9.690531492E-1
8.688147322E0,1.896207690E0,8.768165588E0,8.972271085E-1
8.690140343E0,1.891419291E0,8.715493202E0,8.254010081E-1
8.692133364E0,1.891419291E0,8.658031464E0,8.206126094E-1
8.694126385E0,1.896207690E0,8.590993881E0,7.870938182E-1
8.696119406E0,1.896207690E0,8.567051888E0,7.775170207E-1
8.698112427E0,1.877054095E0,8.552686691E0,7.631517649E-1
8.700105447E0,1.896207690E0,8.519167900E0,7.344213724E-1
8.702098468E0,1.905784607E0,8.514379501E0,7.152677774E-1
8.704091489E0,1.905784607E0,8.523956299E0,6.530185342E-1
8.706084510E0,1.920149803E0,8.504802704E0,6.290764809E-1
8.708077531E0,1.982398987E0,8.533533096E0,5.955576897E-1
8.710070604E0,2.039859772E0,8.672396660E0,5.668272376E-1
8.712063677E0,2.020706177E0,8.658031464E0,4.800374508E-1
8.714056749E0,1.977610588E0,8.576628685E0,3.076549172E-1
8.716049822E0,2.011129379E0,8.533533096E0,1.448491961E-1
8.718042895E0,2.073378563E0,8.547898293E0,3.471592441E-2
8.720035968E0,2.140416384E0,8.581417084E0,-6.105214357E-2
8.722029041E0,2.197877169E0,8.614935875E0,-1.711854190E-1
8.724022114E0,2.226607561E0,8.691550255E0,-2.765302956E-1
8.726015187E0,2.255337954E0,8.734646797E0,-3.531447649E-1
8.728008260E0,2.260126352E0,8.806472778E0,-4.106055796E-1
8.730001333E0,2.284068346E0,8.859145164E0,-4.776432514E-1
8.731994406E0,2.274491549E0,8.926182747E0,-5.351040959E-1
8.733987479E0,2.250549555E0,9.007585526E0,-6.218938828E-1
8.735980552E0,2.264914751E0,9.060257912E0,-6.745663285E-1
8.737973624E0,2.255337954E0,9.117718697E0,-7.224503756E-1
8.739966697E0,2.274491549E0,9.189544678E0,-7.894880176E-1
8.741959770E0,2.298433542E0,9.266757965E0,-8.325836658E-1
8.743952843E0,2.355894566E0,9.319430351E0,-8.277952671E-1
8.745945916E0,2.456450939E0,9.352949142E0,-7.799112201E-1
8.747938989E0,2.403778553E0,9.434351921E0,-7.894880176E-1
8.749932062E0,2.370259762E0,9.472659111E0,-7.463923693E-1
8.751925135E0,2.298433542E0,9.487024307E0,-7.128735781E-1
8.753918208E0,2.250549555E0,9.515754700E0,-6.697779298E-1
8.755911281E0,2.240972757E0,9.544485092E0,-6.362590790E-1
8.757904354E0,2.188300371E0,9.539696693E0,-5.111620426E-1
