"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
4.239235724E1,1.622083545E0,-1.892652750E0,-9.588428736E-1
4.239435026E1,1.429276466E0,-1.941653490E0,-9.034507871E-1
4.239634329E1,1.214099288E0,-2.014089346E0,-8.406019807E-1
4.239833631E1,9.904004335E-1,-2.096112251E0,-7.702966332E-1
4.240032933E1,7.741581202E-1,-2.185591936E0,-7.010564804E-1
4.240232235E1,5.802856684E-1,-2.271875620E0,-6.339467764E-1
4.240431537E1,4.151745737E-1,-2.346441984E0,-5.721632838E-1
4.240630839E1,2.873466015E-1,-2.411421299E0,-5.135754943E-1
4.240830141E1,1.957365721E-1,-2.466813326E0,-4.656399786E-1
4.241029443E1,1.435401440E-1,-2.504096508E0,-4.262263775E-1
4.241228745E1,1.286268830E-1,-2.529662132E0,-3.963998258E-1
4.241428047E1,1.478010863E-1,-2.539249182E0,-3.761604130E-1
4.241627349E1,1.925408691E-1,-2.540314436E0,-3.708342612E-1
4.241826652E1,2.596505582E-1,-2.536053419E0,-3.708342612E-1
4.242025954E1,3.512606025E-1,-2.514748812E0,-3.825518191E-1
4.242225256E1,4.524577260E-1,-2.476400375E0,-4.070521593E-1
4.242424558E1,5.589810014E-1,-2.423138857E0,-4.379439354E-1
4.242623860E1,6.708304882E-1,-2.359224796E0,-4.773575366E-1
4.242823162E1,7.816147208E-1,-2.289984703E0,-5.220973492E-1
4.243022464E1,8.860075474E-1,-2.213287830E0,-5.700328350E-1
4.243221766E1,9.872047305E-1,-2.134460688E0,-6.179683208E-1
4.243421068E1,1.075619102E0,-2.051372528E0,-6.701647043E-1
4.243620370E1,1.153381109E0,-1.961892962E0,-7.191654444E-1
4.243819672E1,1.223686457E0,-1.875609040E0,-7.713618875E-1
4.244018974E1,1.285470009E0,-1.787194729E0,-8.214278221E-1
4.244218277E1,1.338731647E0,-1.694519401E0,-8.704285622E-1
4.244417579E1,1.381340981E0,-1.601844192E0,-9.194292426E-1
4.244616881E1,1.419689298E0,-1.512364626E0,-9.652342796E-1
4.244816183E1,1.447385430E0,-1.418624043E0,-1.009974003E0
4.245015485E1,1.471885681E0,-1.319557428E0,-1.050452948E0
4.245214787E1,1.489994645E0,-1.218360305E0,-1.087736130E0
4.245414089E1,1.502777457E0,-1.115032673E0,-1.125019193E0
4.245613391E1,1.511299372E0,-1.018096447E0,-1.158041477E0
4.245812693E1,1.516625524E0,-9.254211783E-1,-1.191063643E0
4.246011995E1,1.518756032E0,-8.316806555E-1,-1.219824910E0
4.246211297E1,1.513429761E0,-7.411358953E-1,-1.245390534E0
4.246410599E1,1.509168863E0,-6.580476761E-1,-1.267760396E0
4.246609902E1,1.496386051E0,-5.845466256E-1,-1.290130377E0
4.246809204E1,1.483603239E0,-5.216978788E-1,-1.307174087E0
4.247008506E1,1.465494275E0,-4.695014656E-1,-1.325283051E0
4.247207808E1,1.447385430E0,-4.311530590E-1,-1.339131117E0
4.247407110E1,1.425015450E0,-4.013265371E-1,-1.352979064E0
4.247606412E1,1.400515079E0,-3.832175732E-1,-1.363631368E0
4.247805714E1,1.377079964E0,-3.778914213E-1,-1.375349045E0
4.248005016E1,1.349383950E0,-3.842828274E-1,-1.383870840E0
4.248204318E1,1.320622683E0,-4.013265371E-1,-1.391327500E0
4.248403620E1,1.289730906E0,-4.311530590E-1,-1.397718906E0
4.248602922E1,1.262034774E0,-4.705666900E-1,-1.399849296E0
4.248802224E1,1.235404015E0,-5.185021758E-1,-1.399849296E0
4.249001527E1,1.209838390E0,-5.749595165E-1,-1.397718906E0
4.249200829E1,1.186403275E0,-6.335473657E-1,-1.394523144E0
4.249400131E1,1.169359565E0,-6.953308582E-1,-1.389196992E0
4.249599433E1,1.148054838E0,-7.571143508E-1,-1.381740332E0
4.249798735E1,1.131011128E0,-8.199630976E-1,-1.372153282E0
4.249998037E1,1.115032673E0,-8.828118443E-1,-1.362566233E0
4.250197339E1,1.100119352E0,-9.445953965E-1,-1.349783421E0
4.250396641E1,1.087336659E0,-1.006378889E0,-1.334870100E0
4.250595943E1,1.076684237E0,-1.062836289E0,-1.318891644E0
4.250795245E1,1.066031933E0,-1.116097927E0,-1.300782681E0
4.250994547E1,1.057510138E0,-1.170424819E0,-1.279478073E0
4.251193849E1,1.047922969E0,-1.218360305E0,-1.258173347E0
4.251393152E1,1.040466309E0,-1.265230536E0,-1.234738231E0
4.251592454E1,1.031944513E0,-1.313166022E0,-1.209172606E0
4.251791756E1,1.026618361E0,-1.356840611E0,-1.185737491E0
4.251991058E1,1.021292210E0,-1.399449944E0,-1.160171866E0
4.252190360E1,1.014900804E0,-1.442059159E0,-1.134606361E0
4.252389662E1,1.007444143E0,-1.481472850E0,-1.109040737E0
4.252588964E1,1.003183246E0,-1.520886421E0,-1.083475113E0
4.252788266E1,9.946613312E-1,-1.561365247E0,-1.056844354E0
4.252987568E1,9.925308824E-1,-1.596518040E0,-1.030213475E0
4.253186870E1,9.872047305E-1,-1.632735968E0,-1.007843614E0
4.253386172E1,9.818785191E-1,-1.666823387E0,-9.844084978E-1
4.253585474E1,9.786828160E-1,-1.697715163E0,-9.631038308E-1
4.253784776E1,9.722914696E-1,-1.727541685E0,-9.439296126E-1
4.253984079E1,9.669652581E-1,-1.750976801E0,-9.258206487E-1
4.254183386E1,9.573782086E-1,-1.769085765E0,-9.098421335E-1
4.254382693E1,9.520519972E-1,-1.785064220E0,-8.981245756E-1
4.254582000E1,9.435301423E-1,-1.797847033E0,-8.896027207E-1
4.254781308E1,9.360735416E-1,-1.804238439E0,-8.832113147E-1
4.254980615E1,9.264864326E-1,-1.803173184E0,-8.821461201E-1
4.255179922E1,9.147688746E-1,-1.799977541E0,-8.800156116E-1
4.255379230E1,9.041165113E-1,-1.792520881E0,-8.810808659E-1
4.255578537E1,8.913337588E-1,-1.785064220E0,-8.864070177E-1
4.255777844E1,8.785509467E-1,-1.772281408E0,-8.896027207E-1
4.255977152E1,8.668333888E-1,-1.758433461E0,-8.991898298E-1
4.256176459E1,8.519201279E-1,-1.740324497E0,-9.098421335E-1
4.256375766E1,8.380720615E-1,-1.716889381E0,-9.204944968E-1
4.256575073E1,8.263545036E-1,-1.691323757E0,-9.332773089E-1
4.256774381E1,8.146369457E-1,-1.661497235E0,-9.460600615E-1
4.256973688E1,8.061150908E-1,-1.638062119E0,-9.599081278E-1
4.257172995E1,7.954627872E-1,-1.609300733E0,-9.758865833E-1
4.257372302E1,7.890713811E-1,-1.580539465E0,-9.918650985E-1
4.257571610E1,7.826799750E-1,-1.550712943E0,-1.005713105E0
4.257770917E1,7.784190178E-1,-1.519821167E0,-1.020626426E0
4.257970224E1,7.762885690E-1,-1.485733747E0,-1.036604881E0
4.258169532E1,7.730928659E-1,-1.453776717E0,-1.052583337E0
4.258368839E1,7.762885690E-1,-1.423950195E0,-1.070692301E0
4.258568146E1,7.826799750E-1,-1.393058538E0,-1.087736130E0
4.258767454E1,7.890713811E-1,-1.357905746E0,-1.105844975E0
4.258966761E1,7.975932360E-1,-1.321687818E0,-1.122888803E0
4.259166068E1,8.061150908E-1,-1.287600398E0,-1.140997767E0
4.259365375E1,8.210283518E-1,-1.254578233E0,-1.162302375E0
4.259564683E1,8.402025700E-1,-1.222621202E0,-1.182541847E0
4.259763990E1,8.593767285E-1,-1.193859935E0,-1.201715946E0
4.259963292E1,8.860075474E-1,-1.166163802E0,-1.218759775E0
4.260162594E1,9.115731716E-1,-1.138467789E0,-1.238999128E0
4.260361896E1,9.392692447E-1,-1.107576013E0,-1.256042838E0
4.260561198E1,9.701609612E-1,-1.072423339E0,-1.273086667E0
4.260760500E1,1.004248381E0,-1.034074903E0,-1.289065123E0
4.260959803E1,1.036205411E0,-9.935960770E-1,-1.303978324E0
4.261159105E1,1.074553847E0,-9.488562942E-1,-1.314630747E0
4.261358407E1,1.113967419E0,-9.073122144E-1,-1.325283051E0
4.261557709E1,1.152315855E0,-8.625724316E-1,-1.330609202E0
4.261757011E1,1.194925189E0,-8.210283518E-1,-1.335935354E0
4.261956313E1,1.239664912E0,-7.752233148E-1,-1.339131117E0
4.262155615E1,1.283339500E0,-7.283530831E-1,-1.337000608E0
4.262354917E1,1.323818326E0,-6.814828515E-1,-1.331674457E0
4.262554219E1,1.366427660E0,-6.324821115E-1,-1.324217796E0
4.262753521E1,1.409036994E0,-5.845466256E-1,-1.316761136E0
4.262952823E1,1.450581074E0,-5.312849879E-1,-1.305043578E0
4.263152125E1,1.491059899E0,-4.822842479E-1,-1.291195631E0
4.263351428E1,1.529408336E0,-4.364792407E-1,-1.277347565E0
4.263550730E1,1.566691518E0,-3.928046823E-1,-1.262434244E0
4.263750032E1,1.602909446E0,-3.512606025E-1,-1.247521043E0
4.263949334E1,1.639127374E0,-3.150426745E-1,-1.233672976E0
4.264148636E1,1.666823387E0,-2.830856740E-1,-1.218759775E0
4.264347938E1,1.693454146E0,-2.543243766E-1,-1.207042217E0
4.264547240E1,1.717954516E0,-2.255630940E-1,-1.191063643E0
4.264746542E1,1.740324497E0,-1.968017966E-1,-1.175085187E0
4.264945844E1,1.758433461E0,-1.659100503E-1,-1.160171866E0
4.265145146E1,1.771216154E0,-1.328878254E-1,-1.139932513E0
4.265344448E1,1.783998966E0,-9.773512930E-2,-1.120758295E0
4.265543750E1,1.790390372E0,-6.364767253E-2,-1.101584077E0
4.265743052E1,1.797847033E0,-2.529928461E-2,-1.079214215E0
4.265942355E1,1.796781778E0,1.624480449E-2,-1.055779099E0
4.266141657E1,1.791455626E0,5.991935730E-2,-1.029148221E0
4.266340959E1,1.782933831E0,1.067896113E-1,-1.001452208E0
4.266540261E1,1.773346663E0,1.589860320E-1,-9.726908803E-1
4.266739563E1,1.758433461E0,2.154433727E-1,-9.439296126E-1
4.266938865E1,1.737128735E0,2.750964165E-1,-9.130378366E-1
4.267138167E1,1.711563110E0,3.411408663E-1,-8.832113147E-1
4.267337469E1,1.684932351E0,4.093157947E-1,-8.480586410E-1
4.267536771E1,1.652975321E0,4.817516208E-1,-8.161016703E-1
4.267736073E1,1.616757393E0,5.573831797E-1,-7.820141912E-1
4.267935375E1,1.581604719E0,6.404713392E-1,-7.500572205E-1
4.268134678E1,1.542191148E0,7.194317579E-1,-7.170349956E-1
4.268333980E1,1.503842711E0,8.025199175E-1,-6.850779653E-1
4.268533282E1,1.460168123E0,8.834776282E-1,-6.552514434E-1
4.268732584E1,1.414363146E0,9.612396359E-1,-6.232944727E-1
4.268931886E1,1.367492914E0,1.040066838E0,-5.934679508E-1
4.269131188E1,1.319557428E0,1.117828846E0,-5.679023266E-1
4.269330490E1,1.273752332E0,1.192395210E0,-5.391410589E-1
4.269529792E1,1.229012609E0,1.263765812E0,-5.125102401E-1
4.269729094E1,1.183207631E0,1.335136414E0,-4.858794212E-1
4.269928396E1,1.138467789E0,1.406507015E0,-4.635095298E-1
4.270127698E1,1.096923709E0,1.471486211E0,-4.422048628E-1
4.270327000E1,1.053249121E0,1.534335017E0,-4.198349714E-1
4.270526302E1,1.009574652E0,1.585466146E0,-4.006607831E-1
4.270725605E1,9.701609612E-1,1.633401632E0,-3.793561161E-1
4.270924907E1,9.328778386E-1,1.672815323E0,-3.612471521E-1
4.271124209E1,8.977251053E-1,1.700511336E0,-3.452686667E-1
4.271323511E1,8.636376858E-1,1.718620300E0,-3.271597028E-1
4.271522813E1,8.370068669E-1,1.732468367E0,-3.101159632E-1
4.271722115E1,8.103760481E-1,1.735664010E0,-2.941374779E-1
4.271921417E1,7.901365757E-1,1.733533621E0,-2.770937383E-1
4.272120719E1,7.784190178E-1,1.718620300E0,-2.600499988E-1
4.272320021E1,7.698971629E-1,1.698380947E0,-2.419410497E-1
4.272519323E1,7.720276117E-1,1.671750069E0,-2.195711583E-1
4.272718625E1,7.805495262E-1,1.639793038E0,-1.982664913E-1
4.272917928E1,7.954627872E-1,1.601444721E0,-1.790923029E-1
4.273117230E1,8.199630976E-1,1.567357183E0,-1.631138027E-1
4.273316532E1,8.497896194E-1,1.537530661E0,-1.471353173E-1
4.273515834E1,8.828118443E-1,1.509834647E0,-1.311568171E-1
4.273715136E1,9.222254753E-1,1.486399531E0,-1.183740199E-1
4.273914438E1,9.595086575E-1,1.467225313E0,-1.034607589E-1
4.274113740E1,9.978570342E-1,1.451246858E0,-8.961272985E-2
4.274313042E1,1.034074903E0,1.442724943E0,-7.789516449E-2
4.274512344E1,1.067097187E0,1.440594554E0,-6.617759913E-2
4.274711646E1,1.097988963E0,1.438464046E0,-5.552527308E-2
4.274910948E1,1.127815485E0,1.439529300E0,-4.487293959E-2
4.275110250E1,1.154446244E0,1.443790197E0,-3.848154470E-2
4.275309553E1,1.181077123E0,1.456573009E0,-3.528584540E-2
4.275508855E1,1.204512239E0,1.469355822E0,-3.315537795E-2
4.275708157E1,1.230077863E0,1.486399531E0,-3.315537795E-2
4.275907459E1,1.252447724E0,1.506639004E0,-3.741630912E-2
4.276106761E1,1.273752332E0,1.524747968E0,-4.593817517E-2
4.276306063E1,1.291861296E0,1.547117829E0,-5.552527308E-2
4.276505365E1,1.309970260E0,1.572683454E0,-6.830807030E-2
4.276704667E1,1.322753072E0,1.600379467E0,-8.535179496E-2
4.276903969E1,1.332340240E0,1.625945091E0,-1.034607589E-1
4.277103271E1,1.338731647E0,1.650445461E0,-1.237001866E-1
4.277302573E1,1.348318696E0,1.669619560E0,-1.450048387E-1
4.277501875E1,1.354710102E0,1.690924287E0,-1.673747450E-1
4.277701178E1,1.360036254E0,1.710098505E0,-1.876141727E-1
4.277900480E1,1.366427660E0,1.733533621E0,-2.067883611E-1
4.278099782E1,1.371753812E0,1.756968737E0,-2.217016220E-1
4.278299084E1,1.378145218E0,1.779338598E0,-2.344844192E-1
4.278498386E1,1.382406116E0,1.801708460E0,-2.462019771E-1
4.278697688E1,1.390928030E0,1.824078441E0,-2.557890713E-1
4.278896990E1,1.395188928E0,1.846448302E0,-2.653761804E-1
4.279096292E1,1.399449944E0,1.872013927E0,-2.717675865E-1
4.279295594E1,1.401580334E0,1.890122890E0,-2.760285139E-1
4.279494896E1,1.405841231E0,1.909296989E0,-2.792242169E-1
4.279694198E1,1.409036994E0,1.924210310E0,-2.834851444E-1
4.279893500E1,1.413297892E0,1.934862614E0,-2.845503688E-1
4.280092803E1,1.419689298E0,1.944449782E0,-2.834851444E-1
4.280292105E1,1.426080704E0,1.948710680E0,-2.834851444E-1
4.280491407E1,1.436733007E0,1.951906323E0,-2.781589627E-1
4.280690709E1,1.448450565E0,1.946580172E0,-2.749632597E-1
4.280890011E1,1.459102988E0,1.931666970E0,-2.717675865E-1
4.281089313E1,1.474016190E0,1.914623260E0,-2.664414048E-1
4.281288615E1,1.486799002E0,1.889057636E0,-2.643109560E-1
4.281487917E1,1.500647068E0,1.862426758E0,-2.611152530E-1
4.281687219E1,1.513429761E0,1.831534982E0,-2.589847744E-1
4.281886521E1,1.524082184E0,1.793186665E0,-2.579195499E-1
4.282085823E1,1.537930131E0,1.753772974E0,-2.589847744E-1
4.282285125E1,1.547517300E0,1.713294148E0,-2.621804774E-1
4.282484428E1,1.553908706E0,1.673880577E0,-2.653761804E-1
4.282683730E1,1.558169603E0,1.637662649E0,-2.717675865E-1
4.282883032E1,1.559234858E0,1.609966516E0,-2.760285139E-1
4.283082334E1,1.556039095E0,1.584401011E0,-2.781589627E-1
4.283281636E1,1.548582554E0,1.566292048E0,-2.824199200E-1
4.283480938E1,1.535799742E0,1.551378727E0,-2.856155932E-1
4.283680240E1,1.517690778E0,1.535400271E0,-2.888112962E-1
4.283879542E1,1.498516560E0,1.529008865E0,-2.920069993E-1
4.284078844E1,1.476146698E0,1.521552205E0,-2.920069993E-1
4.284278146E1,1.448450565E0,1.513030410E0,-2.898765504E-1
4.284477448E1,1.415428400E0,1.504508495E0,-2.888112962E-1
4.284676750E1,1.382406116E0,1.500247598E0,-2.877460718E-1
4.284876052E1,1.345123053E0,1.494921446E0,-2.866808474E-1
4.285075355E1,1.303578854E0,1.484269023E0,-2.856155932E-1
4.285274657E1,1.263100028E0,1.471486211E0,-2.813546658E-1
4.285473959E1,1.219425559E0,1.456573009E0,-2.781589627E-1
4.285673261E1,1.172555208E0,1.438464046E0,-2.760285139E-1
4.285872563E1,1.125684977E0,1.416094184E0,-2.728328109E-1
4.286071865E1,1.077749491E0,1.386267662E0,-2.664414048E-1
4.286271167E1,1.025553107E0,1.355375886E0,-2.621804774E-1
4.286470469E1,9.722914696E-1,1.322353601E0,-2.579195499E-1
4.286669771E1,9.168993235E-1,1.289331436E0,-2.536586225E-1
4.286869073E1,8.604419827E-1,1.248852611E0,-2.483324558E-1
4.287068375E1,8.029193878E-1,1.207308531E0,-2.440715134E-1
4.287267678E1,7.453967929E-1,1.159373045E0,-2.387453467E-1
4.287466980E1,6.857437491E-1,1.108241796E0,-2.334191799E-1
4.287666282E1,6.292864084E-1,1.048588753E0,-2.270277888E-1
4.287865584E1,5.749595165E-1,9.804138541E-1,-2.195711583E-1
4.288064886E1,5.227631330E-1,9.026518464E-1,-2.121145278E-1
4.288264188E1,4.726971686E-1,8.163679838E-1,-2.014621943E-1
4.288463490E1,4.247616827E-1,7.183665037E-1,-1.908098608E-1
4.288662792E1,3.789566457E-1,6.127753258E-1,-1.801575422E-1
4.288862094E1,3.342168629E-1,4.945344329E-1,-1.695052087E-1
4.289061396E1,2.926727831E-1,3.667064607E-1,-1.567224115E-1
4.289260698E1,2.543243766E-1,2.324871123E-1,-1.439396143E-1
4.289460000E1,2.202369273E-1,9.081111848E-2,-1.311568171E-1
4.289659302E1,1.882799417E-1,-5.299534276E-2,-1.183740199E-1
4.289858605E1,1.563229412E-1,-2.010627389E-1,-1.066564545E-1
4.290057907E1,1.275616586E-1,-3.523258269E-1,-9.387365729E-2
4.290257209E1,1.041265279E-1,-5.025236607E-1,-8.215609938E-2
4.290456511E1,7.749570161E-2,-6.484606266E-1,-7.150376588E-2
4.290655813E1,5.299534276E-2,-7.933322787E-1,-5.978620425E-2
4.290855115E1,3.062544949E-2,-9.307473302E-1,-5.019910634E-2
4.291054417E1,9.320789017E-3,-1.067097187E0,-3.954677656E-2
4.291253719E1,-1.318225823E-2,-1.194925189E0,-3.209014609E-2
4.291453021E1,-3.555215150E-2,-1.317426920E0,-2.356828004E-2
4.291652323E1,-5.792204663E-2,-1.431406856E0,-1.504641678E-2
4.291851625E1,-8.455286920E-2,-1.536864996E0,-7.589785382E-3
4.292050928E1,-1.122489274E-1,-1.633801103E0,9.320789250E-4
4.292250230E1,-1.378145218E-1,-1.720085025E0,8.388710208E-3
4.292449532E1,-1.676410437E-1,-1.795716524E0,1.478010789E-2
4.292648834E1,-2.017285079E-1,-1.859630585E0,2.223674022E-2
4.292848136E1,-2.336854935E-1,-1.915022612E0,2.756290510E-2
4.293047443E1,-2.656424940E-1,-1.956566811E0,3.395430371E-2
4.293246750E1,-3.061213493E-1,-1.984262824E0,3.928046674E-2
4.293446058E1,-3.444697261E-1,-2.001306534E0,4.460663348E-2
4.293645365E1,-3.849485815E-1,-2.006632805E0,4.780233279E-2
4.293844672E1,-4.275579154E-1,-2.002371788E0,5.206326395E-2
4.294043980E1,-4.669715166E-1,-1.983197570E0,5.312849581E-2
4.294243287E1,-5.117112994E-1,-1.955501556E0,5.632419512E-2
4.294442594E1,-5.521901846E-1,-1.913957477E0,5.738943070E-2
4.294641902E1,-5.958647132E-1,-1.863891482E0,5.845466256E-2
4.294841209E1,-6.406044960E-1,-1.801042676E0,5.845466256E-2
4.295040516E1,-6.810833812E-1,-1.731802583E0,5.845466256E-2
4.295239823E1,-7.247579098E-1,-1.652975321E0,6.058513001E-2
4.295439131E1,-7.652367949E-1,-1.566691518E0,5.738943070E-2
4.295638438E1,-8.035851717E-1,-1.477211952E0,5.632419512E-2
4.295837745E1,-8.408682942E-1,-1.382406116E0,5.206326395E-2
4.296037052E1,-8.781514764E-1,-1.280143738E0,4.886756465E-2
4.296236360E1,-9.090432525E-1,-1.178946614E0,4.354140162E-2
4.296435667E1,-9.388697743E-1,-1.073488593E0,3.821523488E-2
4.296634974E1,-9.644353390E-1,-9.648348093E-1,3.288906813E-2
4.296834282E1,-9.889357090E-1,-8.561810255E-1,2.543243766E-2
4.297033589E1,-1.004914165E0,-7.443315983E-1,1.691057347E-2
4.297232896E1,-1.020892739E0,-6.356778145E-1,7.323476952E-3
4.297432204E1,-1.036871195E0,-5.206326246E-1,-2.263620263E-3
4.297631511E1,-1.044327855E0,-4.087831676E-1,-7.589785382E-3
4.297830818E1,-1.050719261E0,-2.937380075E-1,-1.504641678E-2
4.298030125E1,-1.054980159E0,-1.861494780E-1,-2.143781446E-2
4.298229433E1,-1.052849650E0,-7.643046975E-2,-2.995967865E-2
4.298428740E1,-1.047523499E0,3.115806542E-2,-3.528584540E-2
4.298628047E1,-1.039001703E0,1.323551983E-1,-4.274247587E-2
4.298827349E1,-1.026218891E0,2.282261699E-1,-4.913387448E-2
4.299026652E1,-1.011305571E0,3.177057505E-1,-5.446003750E-2
4.299225954E1,-9.931966662E-1,4.029243886E-1,-5.978620425E-2
4.299425256E1,-9.676310420E-1,4.806863964E-1,-6.404713541E-2
4.299624558E1,-9.410002232E-1,5.520570278E-1,-6.617759913E-2
4.299823860E1,-9.133041501E-1,6.170362234E-1,-6.830807030E-2
4.300023162E1,-8.813471794E-1,6.756240726E-1,-6.830807030E-2
4.300222464E1,-8.483249545E-1,7.290188670E-1,-6.404713541E-2
4.300421766E1,-8.110417724E-1,7.769543529E-1,-6.085143611E-2
4.300621068E1,-7.758890986E-1,8.174331784E-1,-5.872096866E-2
4.300820370E1,-7.418016195E-1,8.557815552E-1,-5.339480564E-2
4.301019672E1,-7.055837512E-1,8.866733313E-1,-4.593817517E-2
4.301218974E1,-6.736267209E-1,9.175651073E-1,-3.635107726E-2
4.301418276E1,-6.427350044E-1,9.463263750E-1,-2.782921307E-2
4.301617579E1,-6.118432283E-1,9.718919992E-1,-1.611164957E-2
4.301816881E1,-5.852124095E-1,1.000653267E0,-5.459319334E-3
4.302016183E1,-5.607120395E-1,1.027284145E0,6.258244161E-3
4.302215485E1,-5.404726267E-1,1.058175802E0,1.904104091E-2
4.302414787E1,-5.223636627E-1,1.082676172E0,2.969337068E-2
4.302614089E1,-5.053198934E-1,1.112502694E0,4.034570232E-2
4.302813391E1,-4.936023653E-1,1.139133573E0,5.312849581E-2
4.303012693E1,-4.850804806E-1,1.162568688E0,6.271559745E-2
4.303211995E1,-4.754934013E-1,1.188134313E0,7.123745978E-2
4.303411297E1,-4.712324440E-1,1.212634683E0,7.762885839E-2
4.303610599E1,-4.701672196E-1,1.233939290E0,8.402025700E-2
4.303809902E1,-4.691019952E-1,1.252048254E0,8.828118443E-2
4.304009204E1,-4.669715166E-1,1.259504914E0,9.254211932E-2
4.304208506E1,-4.659062922E-1,1.259504914E0,9.573781490E-2
4.304407808E1,-4.701672196E-1,1.255244017E0,9.786828607E-2
4.304607110E1,-4.680367708E-1,1.242461205E0,9.893351793E-2
4.304806412E1,-4.691019952E-1,1.222221732E0,1.021292135E-1
4.305005714E1,-4.712324440E-1,1.193460464E0,1.042596847E-1
4.305205016E1,-4.733629227E-1,1.154046774E0,1.095858440E-1
4.305404318E1,-4.754934013E-1,1.106111288E0,1.149120107E-1
4.305603620E1,-4.786891043E-1,1.048588753E0,1.202381775E-1
4.305802922E1,-4.776238501E-1,9.793485999E-1,1.255643368E-1
4.306002224E1,-4.808195531E-1,9.047822952E-1,1.351514459E-1
4.306201526E1,-4.818847775E-1,8.174331784E-1,1.426080763E-1
4.306400829E1,-4.818847775E-1,7.258231640E-1,1.553908736E-1
4.306600131E1,-4.818847775E-1,6.266233325E-1,1.681736708E-1
4.306799433E1,-4.808195531E-1,5.222305059E-1,1.798912287E-1
4.306998735E1,-4.797543287E-1,4.146419466E-1,1.969349533E-1
4.307198037E1,-4.776238501E-1,3.038577139E-1,2.182396203E-1
4.307397339E1,-4.765586257E-1,1.877473146E-1,2.363485843E-1
4.307596641E1,-4.733629227E-1,7.270215452E-2,2.597837150E-1
4.307795943E1,-4.691019952E-1,-4.447348043E-2,2.832188308E-1
4.307995245E1,-4.659062922E-1,-1.616491079E-1,3.119801283E-1
4.308194547E1,-4.616453648E-1,-2.766942680E-1,3.407414258E-1
4.308393849E1,-4.552539587E-1,-3.949351311E-1,3.705679476E-1
4.308593152E1,-4.520582557E-1,-5.131760240E-1,4.003944695E-1
4.308792454E1,-4.446016252E-1,-6.303516626E-1,4.291557670E-1
4.308991756E1,-4.403406978E-1,-7.453967929E-1,4.589822888E-1
4.309191058E1,-4.307536185E-1,-8.615072370E-1,4.909392595E-1
4.309390360E1,-4.254274368E-1,-9.754871130E-1,5.186353326E-1
4.309589662E1,-4.201012850E-1,-1.092662811E0,5.484618545E-1
4.309788964E1,-4.147751033E-1,-1.206642747E0,5.740274191E-1
4.309988266E1,-4.062532485E-1,-1.320622683E0,5.953320861E-1
4.310187568E1,-3.966661394E-1,-1.432472110E0,6.155715585E-1
4.310386870E1,-3.892095089E-1,-1.537930131E0,6.304848194E-1
4.310586172E1,-3.849485815E-1,-1.640192509E0,6.432675719E-1
4.310785474E1,-3.742962480E-1,-1.741389632E0,6.485937834E-1
4.310984777E1,-3.625786901E-1,-1.835130215E0,6.507242322E-1
4.311184079E1,-3.540568352E-1,-1.926740289E0,6.528546810E-1
4.311383381E1,-3.423392773E-1,-2.013024092E0,6.475285292E-1
4.311582683E1,-3.316869438E-1,-2.096112251E0,6.390066743E-1
4.311781985E1,-3.210346103E-1,-2.172809124E0,6.315500140E-1
4.311981287E1,-3.093170524E-1,-2.247375488E0,6.208977103E-1
4.312180589E1,-2.986647189E-1,-2.315550327E0,6.059844494E-1
4.312379891E1,-2.880123854E-1,-2.377333879E0,5.932016373E-1
4.312579193E1,-2.805557549E-1,-2.431660652E0,5.804188251E-1
4.312778495E1,-2.752295732E-1,-2.477465630E0,5.697665215E-1
4.312977797E1,-2.752295732E-1,-2.514748812E0,5.591141582E-1
4.313177099E1,-2.826862037E-1,-2.536053419E0,5.495271087E-1
4.313376402E1,-3.018604219E-1,-2.545640707E0,5.399399996E-1
4.313575704E1,-3.434045017E-1,-2.528596878E0,5.378095508E-1
4.313775006E1,-4.062532485E-1,-2.481726646E0,5.367442966E-1
4.313974308E1,-4.914718866E-1,-2.409290791E0,5.473966002E-1
4.314173610E1,-6.107779741E-1,-2.299571753E0,5.633751154E-1
4.314372912E1,-7.726933956E-1,-2.144047737E0,5.878754854E-1
4.314572214E1,-9.346088171E-1,-1.981067061E0,6.166367531E-1
4.314771516E1,-1.107176542E0,-1.812760353E0,6.517894268E-1
4.314970818E1,-1.277613878E0,-1.643388271E0,6.880073547E-1
4.315170120E1,-1.448051095E0,-1.479342341E0,7.242252827E-1
4.315369422E1,-1.609966516E0,-1.332340240E0,7.604432106E-1
4.315568724E1,-1.759099126E0,-1.195990324E0,7.924002409E-1
4.315768026E1,-1.893318534E0,-1.079879999E0,8.222267628E-1
4.315967329E1,-2.015820265E0,-9.872047305E-1,8.499227762E-1
4.316166631E1,-2.123408794E0,-9.105079174E-1,8.744231462E-1
4.316365933E1,-2.224606037E0,-8.497896194E-1,8.935973644E-1
4.316565235E1,-2.315150738E0,-8.007889390E-1,9.106410742E-1
4.316764537E1,-2.392912865E0,-7.645710111E-1,9.255543351E-1
4.316963839E1,-2.467479229E0,-7.358096838E-1,9.383371472E-1
4.317163141E1,-2.533523560E0,-7.166355252E-1,9.511199594E-1
4.317362443E1,-2.596372366E0,-6.995918155E-1,9.617722631E-1
4.317561745E1,-2.654960155E0,-6.868090034E-1,9.681636691E-1
4.317761047E1,-2.706091404E0,-6.782871485E-1,9.734898210E-1
