"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.473808339E1,1.453776717E0,1.138068318E0,-2.536586225E-1
2.474007641E1,1.464429140E0,1.109307051E0,-2.632457018E-1
2.474206943E1,1.474016190E0,1.080545783E0,-2.696371078E-1
2.474406245E1,1.483603239E0,1.056045413E0,-2.760285139E-1
2.474605547E1,1.487864256E0,1.029414535E0,-2.802894413E-1
2.474804849E1,1.491059899E0,1.008109927E0,-2.845503688E-1
2.475004152E1,1.493190408E0,9.868052602E-1,-2.877460718E-1
2.475203454E1,1.493190408E0,9.686962962E-1,-2.909417748E-1
2.475402756E1,1.492125154E0,9.495220780E-1,-2.909417748E-1
2.475602058E1,1.486799002E0,9.378045201E-1,-2.898765504E-1
2.475801360E1,1.481472850E0,9.282174110E-1,-2.866808474E-1
2.476000662E1,1.474016190E0,9.207608104E-1,-2.824199200E-1
2.476199964E1,1.466559529E0,9.154346585E-1,-2.760285139E-1
2.476399266E1,1.456972480E0,9.090432525E-1,-2.749632597E-1
2.476598568E1,1.446320176E0,9.058475494E-1,-2.707023323E-1
2.476797870E1,1.430341601E0,9.026518464E-1,-2.696371078E-1
2.476997172E1,1.416493654E0,9.005213380E-1,-2.696371078E-1
2.477196474E1,1.404776096E0,8.994561434E-1,-2.696371078E-1
2.477395777E1,1.389862776E0,9.015865922E-1,-2.696371078E-1
2.477595079E1,1.377079964E0,9.047822952E-1,-2.685718834E-1
2.477794381E1,1.362166762E0,9.090432525E-1,-2.632457018E-1
2.477993683E1,1.349383950E0,9.111737013E-1,-2.611152530E-1
2.478192985E1,1.339796782E0,9.175651073E-1,-2.547238469E-1
2.478392287E1,1.330209732E0,9.186303020E-1,-2.493976802E-1
2.478591589E1,1.318492174E0,9.196955562E-1,-2.472672164E-1
2.478790891E1,1.307839870E0,9.196955562E-1,-2.440715134E-1
2.478990193E1,1.302513719E0,9.164998531E-1,-2.398105860E-1
2.479189495E1,1.297187567E0,9.133041501E-1,-2.366148829E-1
2.479388797E1,1.291861296E0,9.037170410E-1,-2.334191799E-1
2.479588099E1,1.287600398E0,8.919994831E-1,-2.312887162E-1
2.479787402E1,1.288665652E0,8.781514764E-1,-2.280930281E-1
2.479986704E1,1.290796161E0,8.589772582E-1,-2.259625494E-1
2.480186006E1,1.290796161E0,8.398030996E-1,-2.238320857E-1
2.480385308E1,1.295057058E0,8.184984326E-1,-2.206363827E-1
2.480584610E1,1.299317956E0,7.961285114E-1,-2.163754553E-1
2.480783912E1,1.304644108E0,7.737586498E-1,-2.099840641E-1
2.480983214E1,1.311035514E0,7.460625768E-1,-2.046578974E-1
2.481182516E1,1.314231277E0,7.183665037E-1,-1.993317306E-1
2.481381818E1,1.319557428E0,6.905373335E-1,-1.950708032E-1
2.481581120E1,1.320622683E0,6.628412604E-1,-1.897446364E-1
2.481780422E1,1.322753072E0,6.351451874E-1,-1.865489334E-1
2.481979724E1,1.322753072E0,6.085143685E-1,-1.833532304E-1
2.482179026E1,1.319557428E0,5.840139985E-1,-1.844184697E-1
2.482378329E1,1.312100768E0,5.573831797E-1,-1.844184697E-1
2.482577631E1,1.302513719E0,5.360785127E-1,-1.886793971E-1
2.482776933E1,1.291861296E0,5.147738457E-1,-1.929403245E-1
2.482976235E1,1.271621943E0,4.902735054E-1,-1.993317306E-1
2.483175537E1,1.251382470E0,4.732297659E-1,-2.067883611E-1
2.483374839E1,1.227947354E0,4.615122080E-1,-2.174406946E-1
2.483574141E1,1.201316595E0,4.465989470E-1,-2.280930281E-1
2.483773443E1,1.171490073E0,4.359466136E-1,-2.398105860E-1
2.483972745E1,1.139533043E0,4.231638312E-1,-2.504629195E-1
2.484172047E1,1.104380369E0,4.146419466E-1,-2.643109560E-1
2.484371349E1,1.068162441E0,4.061200917E-1,-2.760285139E-1
2.484570652E1,1.028748751E0,3.997286856E-1,-2.866808474E-1
2.484769954E1,9.861394763E-1,3.933372796E-1,-2.983984053E-1
2.484969256E1,9.445953965E-1,3.901416063E-1,-3.069202602E-1
2.485168558E1,9.019860625E-1,3.848154247E-1,-3.122464418E-1
2.485367860E1,8.593767285E-1,3.805544972E-1,-3.175725937E-1
2.485567162E1,8.125064969E-1,3.741630912E-1,-3.186378181E-1
2.485766464E1,7.667014599E-1,3.645760119E-1,-3.197030723E-1
2.485965766E1,7.166355252E-1,3.560541272E-1,-3.165073693E-1
2.486165068E1,6.718957424E-1,3.411408663E-1,-3.122464418E-1
2.486364370E1,6.239602566E-1,3.262276053E-1,-3.058550358E-1
2.486563672E1,5.760247707E-1,3.102491200E-1,-2.973331809E-1
2.486762974E1,5.270240307E-1,2.900096774E-1,-2.888112962E-1
2.486962277E1,4.801537991E-1,2.676397860E-1,-2.781589627E-1
2.487161579E1,4.300878346E-1,2.410089672E-1,-2.685718834E-1
2.487360881E1,3.842828274E-1,2.133129090E-1,-2.579195499E-1
2.487560183E1,3.331516385E-1,1.856168509E-1,-2.483324558E-1
2.487759485E1,2.852161527E-1,1.525946259E-1,-2.376801223E-1
2.487958787E1,2.383458912E-1,1.238333359E-1,-2.302234918E-1
2.488158089E1,1.904104054E-1,9.081111848E-2,-2.227668613E-1
2.488357391E1,1.435401440E-1,5.885412544E-2,-2.142449915E-1
2.488556693E1,9.560466558E-2,2.583190054E-2,-2.078536004E-1
2.488755995E1,4.873441160E-2,-3.994623665E-3,-2.035926580E-1
2.488955297E1,5.059856921E-3,-3.595161438E-2,-1.993317306E-1
2.489154599E1,-4.087831825E-2,-6.258244067E-2,-1.961360276E-1
2.489353902E1,-8.455286920E-2,-9.134373069E-2,-1.929403245E-1
2.489553204E1,-1.250317246E-1,-1.126483902E-1,-1.929403245E-1
2.489752506E1,-1.665758193E-1,-1.339530498E-1,-1.908098608E-1
2.489951808E1,-2.059894353E-1,-1.509967744E-1,-1.897446364E-1
2.490151110E1,-2.443378270E-1,-1.637795717E-1,-1.897446364E-1
2.490350412E1,-2.816209793E-1,-1.744319052E-1,-1.886793971E-1
2.490549714E1,-3.167736828E-1,-1.808233112E-1,-1.929403245E-1
2.490749016E1,-3.508611321E-1,-1.840189993E-1,-1.929403245E-1
2.490948318E1,-3.806876540E-1,-1.808233112E-1,-1.940055639E-1
2.491147620E1,-4.126446545E-1,-1.744319052E-1,-1.950708032E-1
2.491346922E1,-4.435364008E-1,-1.648448110E-1,-1.972012669E-1
2.491546224E1,-4.701672196E-1,-1.488663107E-1,-1.982664913E-1
2.491745526E1,-4.957328141E-1,-1.307573467E-1,-1.982664913E-1
2.491944829E1,-5.181027055E-1,-1.062569916E-1,-1.982664913E-1
2.492144131E1,-5.415378213E-1,-8.069140464E-2,-1.972012669E-1
2.492343433E1,-5.607120395E-1,-5.086487532E-2,-1.929403245E-1
2.492542735E1,-5.756253004E-1,-1.677742042E-2,-1.865489334E-1
2.492742037E1,-5.894733071E-1,1.944050193E-2,-1.790923029E-1
2.492941339E1,-6.011908650E-1,5.885412544E-2,-1.716356725E-1
2.493140641E1,-6.075822711E-1,9.507204592E-2,-1.609833390E-1
2.493339943E1,-6.150389314E-1,1.302247345E-1,-1.492657810E-1
2.493539245E1,-6.161041260E-1,1.675078869E-1,-1.364829838E-1
2.493738547E1,-6.182346344E-1,2.005301118E-1,-1.258306503E-1
2.493937849E1,-6.150389314E-1,2.292914093E-1,-1.151783243E-1
2.494137152E1,-6.097127795E-1,2.591179311E-1,-1.034607589E-1
2.494336454E1,-6.001256704E-1,2.825530469E-1,-9.387365729E-2
2.494535756E1,-5.884081125E-1,3.017272651E-1,-8.428656310E-2
2.494735058E1,-5.745600462E-1,3.177057505E-1,-7.363422960E-2
2.494934360E1,-5.553858876E-1,3.272928596E-1,-6.404713541E-2
2.495133662E1,-5.330159664E-1,3.326190114E-1,-5.659050494E-2
2.495332964E1,-5.106461048E-1,3.336842358E-1,-5.019910634E-2
2.495532266E1,-4.829500318E-1,3.283580840E-1,-4.593817517E-2
2.495731568E1,-4.509930313E-1,3.177057505E-1,-4.061200842E-2
2.495930870E1,-4.158403277E-1,2.995967865E-1,-3.528584540E-2
2.496130172E1,-3.742962480E-1,2.804225981E-1,-3.102491237E-2
2.496329474E1,-3.306216896E-1,2.559222281E-1,-2.463351376E-2
2.496528777E1,-2.837514579E-1,2.239652425E-1,-1.824211515E-2
2.496728079E1,-2.326202542E-1,1.888125539E-1,-1.185071748E-2
2.496927381E1,-1.804238409E-1,1.472684592E-1,-4.394086078E-3
2.497126683E1,-1.250317246E-1,1.035939083E-1,3.062544856E-3
2.497325985E1,-6.963960826E-2,5.459319428E-2,1.051917579E-2
2.497525287E1,-1.424749196E-2,5.592473317E-3,1.797580719E-2
2.497724589E1,4.340824485E-2,-4.873441160E-2,2.436720580E-2
2.497923891E1,9.773512930E-2,-1.041265279E-1,3.182383627E-2
2.498123193E1,1.520620137E-1,-1.552577168E-1,3.928046674E-2
2.498322495E1,2.010627389E-1,-2.138455361E-1,4.141093418E-2
2.498521797E1,2.468677461E-1,-2.703028917E-1,4.567186534E-2
2.498721099E1,2.884118557E-1,-3.267602324E-1,4.780233279E-2
2.498920402E1,3.278254569E-1,-3.832175732E-1,4.780233279E-2
2.499119704E1,3.608476818E-1,-4.364792407E-1,4.886756465E-2
2.499319006E1,3.864132762E-1,-4.897408783E-1,4.780233279E-2
2.499518308E1,4.119788706E-1,-5.398068428E-1,4.780233279E-2
2.499717610E1,4.300878346E-1,-5.909380317E-1,4.460663348E-2
2.499916912E1,4.450010955E-1,-6.431344151E-1,4.354140162E-2
2.500116214E1,4.492620230E-1,-6.921351552E-1,4.354140162E-2
2.500315516E1,4.503272474E-1,-7.422010899E-1,3.928046674E-2
2.500514818E1,4.460663199E-1,-7.912018299E-1,3.928046674E-2
2.500714120E1,4.354139864E-1,-8.391373158E-1,3.928046674E-2
2.500913422E1,4.215659797E-1,-8.796161413E-1,3.928046674E-2
2.501112724E1,4.023917615E-1,-9.211602807E-1,4.247616604E-2
2.501312026E1,3.768261969E-1,-9.584434032E-1,4.780233279E-2
2.501511329E1,3.459344208E-1,-9.893351793E-1,5.419373140E-2
2.501710631E1,3.118469715E-1,-1.015965939E0,6.165036187E-2
2.501909933E1,2.681724131E-1,-1.036205411E0,7.230269164E-2
2.502109235E1,2.213021666E-1,-1.055379629E0,8.295502514E-2
2.502308537E1,1.659100503E-1,-1.062836289E0,9.786828607E-2
2.502507839E1,1.062569916E-1,-1.063901424E0,1.149120107E-1
2.502707141E1,3.382114694E-2,-1.053249121E0,1.308905035E-1
2.502906443E1,-4.087831825E-2,-1.036205411E0,1.532603949E-1
2.503105745E1,-1.324883550E-1,-1.008509398E0,1.798912287E-1
2.503305047E1,-2.294245660E-1,-9.616391063E-1,2.118482143E-1
2.503504349E1,-3.423392773E-1,-9.073122144E-1,2.523270845E-1
2.503703652E1,-4.648410678E-1,-8.391373158E-1,2.981320918E-1
2.503902954E1,-6.001256704E-1,-7.613753080E-1,3.513937294E-1
2.504102256E1,-7.460625768E-1,-6.740261912E-1,4.078511000E-1
2.504301558E1,-9.026518464E-1,-5.781552196E-1,4.664389193E-1
2.504500860E1,-1.066697717E0,-4.737623930E-1,5.260919333E-1
2.504700162E1,-1.233939290E0,-3.672390878E-1,5.900059342E-1
2.504899464E1,-1.393724203E0,-2.575200796E-1,6.549851298E-1
2.505098766E1,-1.559900641E0,-1.509967744E-1,7.167686820E-1
2.505298068E1,-1.713294148E0,-4.340824485E-2,7.732260227E-1
2.505497370E1,-1.860296369E0,5.778888986E-2,8.232919574E-1
2.505696672E1,-2.001972198E0,1.579207927E-1,8.659012914E-1
2.505895974E1,-2.135126352E0,2.548570037E-1,8.989235163E-1
2.506095277E1,-2.259758711E0,3.507279754E-1,9.202281833E-1
2.506294579E1,-2.373738527E0,4.444684684E-1,9.351414442E-1
2.506493881E1,-2.473870516E0,5.360785127E-1,9.457937479E-1
2.506693183E1,-2.565480471E0,6.223623753E-1,9.564461112E-1
2.506892485E1,-2.644307852E0,7.013227940E-1,9.756202698E-1
2.507091787E1,-2.707156658E0,7.737586498E-1,9.958597422E-1
2.507291089E1,-2.756157398E0,8.429988027E-1,1.017164350E0
2.507490391E1,-2.790244818E0,8.983908892E-1,1.036338568E0
2.507689693E1,-2.812614679E0,9.463263750E-1,1.052317023E0
2.507888995E1,-2.825397491E0,9.868052602E-1,1.064034581E0
2.508088297E1,-2.830723524E0,1.021957874E0,1.074687004E0
2.508287599E1,-2.825397491E0,1.051784515E0,1.083208799E0
2.508486902E1,-2.812614679E0,1.075219631E0,1.086404562E0
2.508686204E1,-2.793440342E0,1.084806681E0,1.090665460E0
2.508885506E1,-2.762548685E0,1.081611037E0,1.089600205E0
2.509084808E1,-2.722069740E0,1.070958614E0,1.086404562E0
2.509284110E1,-2.678395271E0,1.053914905E0,1.080013156E0
2.509483412E1,-2.631525040E0,1.037936449E0,1.076817393E0
2.509682714E1,-2.582524300E0,1.023023129E0,1.072556496E0
2.509882016E1,-2.529262543E0,1.011305571E0,1.068295598E0
2.510081318E1,-2.473870516E0,9.974575639E-1,1.068295598E0
2.510280620E1,-2.416347980E0,9.846747518E-1,1.071491241E0
2.510479922E1,-2.359890699E0,9.729571939E-1,1.076817393E0
2.510679224E1,-2.304498434E0,9.708267450E-1,1.086404562E0
2.510878526E1,-2.250171661E0,9.740224481E-1,1.094926357E0
2.511077829E1,-2.197975159E0,9.825443029E-1,1.103448272E0
2.511277131E1,-2.151104927E0,9.878704548E-1,1.109839678E0
2.511476433E1,-2.105299950E0,9.878704548E-1,1.119426727E0
2.511675735E1,-2.058429718E0,9.857400060E-1,1.124752879E0
2.511875037E1,-2.017950773E0,9.836095572E-1,1.133274794E0
2.512074339E1,-1.978537202E0,9.729571939E-1,1.138600945E0
2.512273641E1,-1.941254020E0,9.580439329E-1,1.146057606E0
2.512472943E1,-1.908231854E0,9.388697743E-1,1.152449012E0
2.512672245E1,-1.874144316E0,9.111737013E-1,1.159905553E0
2.512871547E1,-1.834730744E0,8.770862222E-1,1.169492722E0
2.513070849E1,-1.798512816E0,8.398030996E-1,1.179079771E0
2.513270152E1,-1.763360143E0,7.908023596E-1,1.190797329E0
2.513469454E1,-1.725011706E0,7.375407219E-1,1.200384498E0
2.513668756E1,-1.688793778E0,6.777545214E-1,1.211036801E0
2.513868058E1,-1.653641105E0,6.127753258E-1,1.222754359E0
2.514067360E1,-1.619553685E0,5.456656218E-1,1.233406663E0
2.514266662E1,-1.586531401E0,4.742949903E-1,1.248319983E0
2.514465964E1,-1.555639625E0,4.050548673E-1,1.264298439E0
2.514665266E1,-1.525813103E0,3.304885328E-1,1.277081251E0
2.514864568E1,-1.498117089E0,2.559222281E-1,1.293059707E0
2.515063870E1,-1.472551465E0,1.749645174E-1,1.312233925E0
2.515263172E1,-1.449116349E0,9.507204592E-2,1.328212380E0
2.515462474E1,-1.429942131E0,1.624480449E-2,1.346321344E0
2.515661776E1,-1.411833167E0,-5.725627393E-2,1.365495563E0
2.515861079E1,-1.395854712E0,-1.254311949E-1,1.383604527E0
2.516060381E1,-1.383071899E0,-1.765623689E-1,1.402778745E0
2.516259683E1,-1.367093444E0,-2.170412242E-1,1.420887709E0
2.516458985E1,-1.353245378E0,-2.415415943E-1,1.440061927E0
2.516658287E1,-1.339397430E0,-2.500634491E-1,1.457105637E0
2.516857589E1,-1.323418856E0,-2.458025217E-1,1.475214601E0
2.517056891E1,-1.307440400E0,-2.191716880E-1,1.493323565E0
2.517256193E1,-1.288266182E0,-1.797580719E-1,1.509302020E0
2.517455495E1,-1.272287726E0,-1.243659556E-1,1.524215341E0
2.517654797E1,-1.255244017E0,-5.086487532E-2,1.539128542E0
2.517854099E1,-1.239265442E0,3.648423031E-2,1.551911354E0
2.518053402E1,-1.226482630E0,1.323551983E-1,1.564694166E0
2.518252704E1,-1.211569428E0,2.420742065E-1,1.573216081E0
2.518452006E1,-1.199851871E0,3.592498302E-1,1.583868384E0
2.518651308E1,-1.188134313E0,4.902735054E-1,1.589194536E0
2.518850610E1,-1.178547144E0,6.298190355E-1,1.595585942E0
2.519049912E1,-1.172155738E0,7.865414619E-1,1.601977348E0
2.519249214E1,-1.166829586E0,9.527177811E-1,1.608368754E0
2.519448516E1,-1.163633943E0,1.123155117E0,1.611564398E0
2.519647818E1,-1.164699197E0,1.298918486E0,1.613694906E0
2.519847120E1,-1.168960094E0,1.473616719E0,1.612629652E0
2.520046422E1,-1.178547144E0,1.652575850E0,1.609433889E0
2.520245724E1,-1.193460464E0,1.825143576E0,1.606238246E0
2.520445027E1,-1.210504174E0,1.991320014E0,1.601977348E0
2.520644329E1,-1.235004544E0,2.154300690E0,1.596651196E0
2.520843631E1,-1.259504914E0,2.308759451E0,1.590259790E0
2.521042933E1,-1.284005284E0,2.453631163E0,1.584933639E0
2.521242235E1,-1.317027450E0,2.583589554E0,1.579607368E0
2.521441537E1,-1.350049734E0,2.699699879E0,1.575346470E0
2.521640839E1,-1.385202408E0,2.806223154E0,1.571085572E0
2.521840141E1,-1.422485590E0,2.897833347E0,1.567889810E0
2.522039443E1,-1.459768653E0,2.971334457E0,1.567889810E0
2.522238745E1,-1.500247598E0,3.034183025E0,1.571085572E0
2.522438047E1,-1.544987321E0,3.074661970E0,1.576411724E0
2.522637355E1,-1.585466146E0,3.098097086E0,1.583868384E0
2.522836662E1,-1.631271243E0,3.105553627E0,1.597716331E0
2.523035969E1,-1.676010966E0,3.093836069E0,1.611564398E0
2.523235276E1,-1.718620300E0,3.068270683E0,1.634999514E0
2.523434584E1,-1.756968737E0,3.027791739E0,1.659499884E0
2.523633891E1,-1.793186665E0,2.969203949E0,1.694652557E0
2.523833198E1,-1.825143576E0,2.901028872E0,1.733000994E0
2.524032506E1,-1.850709200E0,2.817940712E0,1.775610328E0
2.524231813E1,-1.875209570E0,2.719939470E0,1.821415305E0
2.524431120E1,-1.890122890E0,2.613415956E0,1.869350791E0
2.524630428E1,-1.901840448E0,2.499436140E0,1.922612429E0
2.524829735E1,-1.909296989E0,2.374803782E0,1.975874066E0
2.525029042E1,-1.910362244E0,2.254432440E0,2.031266212E0
2.525228349E1,-1.903970838E0,2.135126352E0,2.085593224E0
2.525427657E1,-1.889057636E0,2.015820265E0,2.138854742E0
2.525626964E1,-1.868818164E0,1.905036092E0,2.192116499E0
2.525826271E1,-1.841122150E0,1.802773714E0,2.241117239E0
2.526025579E1,-1.809165120E0,1.714359403E0,2.291182995E0
2.526224886E1,-1.774012446E0,1.636597395E0,2.334857702E0
2.526424193E1,-1.730337858E0,1.571618199E0,2.373206139E0
2.526623500E1,-1.685598135E0,1.518356562E0,2.406228304E0
2.526822808E1,-1.638727903E0,1.483203888E0,2.433924198E0
2.527022115E1,-1.587596655E0,1.465094924E0,2.456294298E0
2.527221422E1,-1.536465526E0,1.456573009E0,2.466946602E0
2.527420730E1,-1.487464786E0,1.467225313E0,2.473337889E0
2.527620037E1,-1.436333537E0,1.490660429E0,2.468011856E0
2.527819344E1,-1.388398051E0,1.532204509E0,2.453098536E0
2.528018646E1,-1.343658328E0,1.591857553E0,2.423271894E0
2.528217948E1,-1.298918486E0,1.668554425E0,2.378532171E0
2.528417250E1,-1.260570168E0,1.753772974E0,2.322074890E0
2.528616552E1,-1.223286986E0,1.849643946E0,2.256030321E0
2.528815855E1,-1.188134313E0,1.950841188E0,2.183594465E0
2.529015157E1,-1.155112028E0,2.052038193E0,2.105832577E0
2.529214459E1,-1.124220252E0,2.157496452E0,2.025939941E0
2.529413761E1,-1.099720001E0,2.262954473E0,1.948178053E0
2.529613063E1,-1.072023869E0,2.365216732E0,1.870416045E0
2.529812375E1,-1.044327855E0,2.463218212E0,1.793719292E0
2.530011672E1,-1.020892739E0,2.554828167E0,1.721283436E0
2.530210969E1,-9.953271151E-1,2.637916327E0,1.656304240E0
2.530410266E1,-9.708267450E-1,2.713547945E0,1.593455434E0
2.530609563E1,-9.484568238E-1,2.779592514E0,1.538063288E0
2.530808860E1,-9.228912592E-1,2.841375828E0,1.483736396E0
2.531008157E1,-9.005213380E-1,2.889311314E0,1.438996673E0
2.531207454E1,-8.792167306E-1,2.929790258E0,1.394256830E0
2.531406750E1,-8.600425124E-1,2.962812424E0,1.356973767E0
2.531606047E1,-8.408682942E-1,2.987312794E0,1.323951483E0
2.531805344E1,-8.238245845E-1,3.000095606E0,1.295190215E0
2.532004641E1,-8.121070266E-1,3.008617640E0,1.272820354E0
2.532203938E1,-7.993242145E-1,3.008617640E0,1.253646135E0
2.532403235E1,-7.950633168E-1,3.002226114E0,1.239798069E0
2.532602532E1,-7.950633168E-1,2.988378048E0,1.225950003E0
2.532801829E1,-7.971937656E-1,2.969203949E0,1.216362953E0
2.533001125E1,-8.089113235E-1,2.944703579E0,1.207841039E0
2.533200422E1,-8.238245845E-1,2.919137955E0,1.200384498E0
2.533399719E1,-8.451292515E-1,2.893572330E0,1.195058346E0
2.533599016E1,-8.696296215E-1,2.869071960E0,1.193993092E0
2.533798313E1,-8.983908892E-1,2.841375828E0,1.193993092E0
2.533997610E1,-9.335435629E-1,2.814745188E0,1.196123481E0
2.534196907E1,-9.686962962E-1,2.791310072E0,1.199319243E0
2.534396204E1,-1.005979419E0,2.766809702E0,1.203580141E0
2.534595506E1,-1.047523499E0,2.747635365E0,1.208906293E0
2.534794808E1,-1.091198087E0,2.729526520E0,1.215297699E0
2.534994110E1,-1.133807421E0,2.718874216E0,1.225950003E0
2.535193412E1,-1.178547144E0,2.711417437E0,1.234471917E0
2.535392714E1,-1.219026089E0,2.703960896E0,1.244058967E0
2.535592016E1,-1.260570168E0,2.696504354E0,1.257907033E0
2.535791318E1,-1.301048994E0,2.684786797E0,1.270689845E0
2.535990620E1,-1.338332176E0,2.673069000E0,1.282407403E0
2.536189928E1,-1.375615239E0,2.664547205E0,1.296255469E0
2.536389235E1,-1.411833167E0,2.654960155E0,1.310103416E0
2.536588542E1,-1.445920706E0,2.641112089E0,1.319690585E0
2.536787849E1,-1.478942871E0,2.625133514E0,1.331408143E0
2.536987157E1,-1.505573750E0,2.608089924E0,1.343125701E0
2.537186464E1,-1.533269763E0,2.588915825E0,1.351647496E0
2.537385771E1,-1.555639625E0,2.565480471E0,1.363365173E0
2.537585079E1,-1.571618199E0,2.539915085E0,1.371886969E0
2.537784386E1,-1.586531401E0,2.509023190E0,1.380408883E0
2.537983693E1,-1.599314213E0,2.472805262E0,1.385735035E0
2.538183000E1,-1.605705619E0,2.433391571E0,1.389995933E0
2.538382308E1,-1.607836127E0,2.390782356E0,1.392126441E0
2.538581615E1,-1.608901381E0,2.343912125E0,1.391061187E0
2.538780922E1,-1.604640365E0,2.295976639E0,1.388930678E0
2.538980230E1,-1.600379467E0,2.245910645E0,1.382539272E0
2.539179537E1,-1.586531401E0,2.195844650E0,1.371886969E0
2.539378844E1,-1.573748589E0,2.146843910E0,1.362299919E0
2.539578152E1,-1.557770133E0,2.095712900E0,1.348451853E0
2.539777459E1,-1.535400271E0,2.047777414E0,1.332473397E0
2.539976766E1,-1.508769393E0,2.003037453E0,1.314364433E0
2.540176073E1,-1.481073380E0,1.958297729E0,1.293059707E0
2.540375381E1,-1.451246858E0,1.915688396E0,1.269624591E0
2.540574688E1,-1.417159438E0,1.875209570E0,1.248319983E0
2.540773995E1,-1.379876256E0,1.833665490E0,1.222754359E0
2.540973302E1,-1.343658328E0,1.799578071E0,1.196123481E0
2.541172610E1,-1.305309892E0,1.762294888E0,1.170557976E0
2.541371917E1,-1.264831066E0,1.730337858E0,1.143927097E0
2.541571219E1,-1.226482630E0,1.701576591E0,1.116231084E0
2.541770521E1,-1.187069058E0,1.670684814E0,1.088534951E0
2.541969823E1,-1.148720622E0,1.639793038E0,1.061904192E0
2.542169125E1,-1.110372305E0,1.614227533E0,1.035273314E0
2.542368428E1,-1.077350020E0,1.584401011E0,1.006512046E0
2.542567730E1,-1.047523499E0,1.556704879E0,9.798812270E-1
2.542767032E1,-1.015566587E0,1.531139374E0,9.521851540E-1
2.542966334E1,-9.900009632E-1,1.508769393E0,9.234238863E-1
2.543165636E1,-9.708267450E-1,1.487464786E0,8.978582621E-1
2.543364938E1,-9.537830353E-1,1.467225313E0,8.733579516E-1
2.543564240E1,-9.378045201E-1,1.451246858E0,8.477923274E-1
2.543763542E1,-9.250217080E-1,1.437398791E0,8.243572116E-1
2.543962844E1,-9.175651073E-1,1.425681233E0,8.009220958E-1
2.544162146E1,-9.111737013E-1,1.417159438E0,7.806826234E-1
2.544361448E1,-9.047822952E-1,1.409702778E0,7.583127618E-1
2.544560750E1,-9.005213380E-1,1.401180863E0,7.402037978E-1
2.544760053E1,-8.983908892E-1,1.394789457E0,7.242252827E-1
2.544959355E1,-8.962604403E-1,1.388398051E0,7.114425302E-1
2.545158657E1,-8.930647373E-1,1.378811002E0,7.018554211E-1
2.545357959E1,-8.909342885E-1,1.368158698E0,6.954640150E-1
2.545557261E1,-8.856080770E-1,1.352180123E0,6.912030578E-1
2.545756563E1,-8.834776282E-1,1.331940770E0,6.912030578E-1
2.545955865E1,-8.770862222E-1,1.312766552E0,6.943987608E-1
2.546155167E1,-8.738905191E-1,1.290396690E0,6.997249722E-1
2.546354469E1,-8.706948161E-1,1.266961575E0,7.061163187E-1
2.546553771E1,-8.685643673E-1,1.239265442E0,7.135729790E-1
2.546753073E1,-8.653686643E-1,1.214765072E0,7.220948339E-1
2.546952375E1,-8.611077666E-1,1.188134313E0,7.295514941E-1
2.547151678E1,-8.579120636E-1,1.160438180E0,7.402037978E-1
2.547350980E1,-8.547163606E-1,1.135937810E0,7.487256527E-1
2.547550282E1,-8.504554033E-1,1.110372305E0,7.593780160E-1
2.547749584E1,-8.461945057E-1,1.084806681E0,7.689650655E-1
2.547948886E1,-8.398030996E-1,1.064567208E0,7.764217257E-1
2.548148188E1,-8.334116936E-1,1.040066838E0,7.817478776E-1
2.548347490E1,-8.302159905E-1,1.014501333E0,7.849435806E-1
2.548546792E1,-8.227593303E-1,9.931966662E-1,7.870740294E-1
2.548746094E1,-8.142374754E-1,9.857400060E-1,7.902697325E-1
2.548945396E1,-8.025199175E-1,9.846747518E-1,7.924002409E-1
2.549144698E1,-7.876066566E-1,9.846747518E-1,7.934654355E-1
2.549344000E1,-7.769543529E-1,9.825443029E-1,7.913349867E-1
2.549543302E1,-7.599105835E-1,9.750877023E-1,7.870740294E-1
2.549742605E1,-7.386059761E-1,9.655005932E-1,7.817478776E-1
2.549941907E1,-7.151708007E-1,9.569787383E-1,7.742912769E-1
2.550141209E1,-6.928009391E-1,9.410002232E-1,7.636389136E-1
2.550340511E1,-6.683005691E-1,9.218260050E-1,7.487256527E-1
2.550539813E1,-6.438001990E-1,9.026518464E-1,7.348776460E-1
2.550739115E1,-6.118432283E-1,8.845428824E-1,7.167686820E-1
2.550938417E1,-5.852124095E-1,8.643034697E-1,7.007901669E-1
2.551137719E1,-5.553858876E-1,8.440639973E-1,6.784203053E-1
2.551337021E1,-5.276898146E-1,8.216941357E-1,6.581808329E-1
2.551536323E1,-4.957328141E-1,8.035851717E-1,6.368761659E-1
2.551735625E1,-4.680367708E-1,7.822805047E-1,6.123758554E-1
2.551934928E1,-4.414059222E-1,7.641715407E-1,5.900059342E-1
2.552134230E1,-4.115794003E-1,7.492582798E-1,5.655055642E-1
2.552333532E1,-3.870790601E-1,7.396711707E-1,5.442008972E-1
2.552532834E1,-3.572525382E-1,7.364754677E-1,5.207657814E-1
2.552732136E1,-3.327521682E-1,7.386059761E-1,5.037220716E-1
2.552931438E1,-3.061213493E-1,7.449973226E-1,4.856131077E-1
2.553130740E1,-2.816209793E-1,7.535192370E-1,4.696346223E-1
2.553330042E1,-2.613815665E-1,7.641715407E-1,4.557865858E-1
2.553529344E1,-2.400768995E-1,7.801500559E-1,4.451342523E-1
