"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.463742762E1,4.789600372E0,9.606734276E0,1.318606615E0
3.463942064E1,4.827907562E0,9.645041466E0,1.299453020E0
3.464141366E1,4.880579948E0,9.692925453E0,1.275510907E0
3.464340668E1,4.938639641E0,9.688137054E0,1.256357312E0
3.464539970E1,4.991312027E0,9.702502251E0,1.246780515E0
3.464739272E1,5.015254021E0,9.731232643E0,1.232415318E0
3.464938574E1,5.048772812E0,9.731232643E0,1.227626920E0
3.465137876E1,5.072714806E0,9.759963036E0,1.203684926E0
3.465337178E1,5.091868401E0,9.750386238E0,1.184531331E0
3.465536481E1,5.087080002E0,9.750386238E0,1.160589218E0
3.465735783E1,5.106233597E0,9.755174637E0,1.122282028E0
3.465935079E1,5.106233597E0,9.769539833E0,1.069609642E0
3.466134376E1,5.096656799E0,9.769539833E0,1.012148738E0
3.466333673E1,4.991312027E0,9.745597839E0,9.642647505E-1
3.466532970E1,4.823119164E0,9.736021042E0,9.977835417E-1
3.466732267E1,4.775235176E0,9.740809441E0,1.045667648E0
3.466931564E1,4.933851242E0,9.846154213E0,9.929951429E-1
3.467130861E1,4.972158432E0,9.946710587E0,7.775170207E-1
3.467330158E1,4.938639641E0,1.001374817E1,5.668272376E-1
3.467529454E1,4.890156746E0,1.006642151E1,3.411737382E-1
3.467728751E1,4.856637955E0,1.014782429E1,1.161187813E-1
3.467928048E1,4.775235176E0,1.021486187E1,-6.105214357E-2
3.468127345E1,4.703409195E0,1.030584145E1,-2.477998734E-1
3.468326642E1,4.607641220E0,1.038245583E1,-3.675099611E-1
3.468525939E1,4.449624062E0,1.045966911E1,-4.824316502E-1
3.468725236E1,4.339490414E0,1.052670670E1,-5.734112859E-1
3.468924532E1,4.229357243E0,1.062247467E1,-6.021417379E-1
3.469123829E1,4.119224072E0,1.070387745E1,-6.021417379E-1
3.469323126E1,3.970783472E0,1.079006863E1,-5.542576909E-1
3.469522423E1,3.870227098E0,1.085231781E1,-4.680664241E-1
3.469721720E1,3.788225651E0,1.090977859E1,-3.435679376E-1
3.469921017E1,3.740341663E0,1.094329739E1,-2.047042400E-1
3.470120314E1,3.730764866E0,1.096723938E1,-1.795651205E-2
3.470319611E1,3.764283657E0,1.095287418E1,1.640028208E-1
3.470518908E1,3.817554712E0,1.092893219E1,3.363853395E-1
3.470718204E1,3.884592295E0,1.088104820E1,5.237316489E-1
3.470917501E1,4.009090900E0,1.081401062E1,6.769605279E-1
3.471116798E1,4.114435673E0,1.072303104E1,8.014590144E-1
3.471316095E1,4.262876034E0,1.063683987E1,8.589198589E-1
3.471515392E1,4.387374401E0,1.054107189E1,9.068039060E-1
3.471714689E1,4.487931252E0,1.044530392E1,8.684966564E-1
3.471913986E1,4.598064423E0,1.034893703E1,7.918822169E-1
3.472113283E1,4.655525208E0,1.024838066E1,6.817489266E-1
3.472312579E1,4.693832397E0,1.016697788E1,5.572504401E-1
3.472511876E1,4.741716385E0,1.009994030E1,4.129997790E-1
3.472711173E1,4.722562790E0,1.002332497E1,2.645592988E-1
3.472910470E1,4.684255600E0,9.932345390E0,1.065419763E-1
3.473109767E1,4.626794815E0,9.884461403E0,-5.147533491E-2
3.473309064E1,4.588487625E0,9.822212219E0,-2.238578647E-1
3.473508361E1,4.521450043E0,9.764751434E0,-3.627215624E-1
3.473707658E1,4.444835663E0,9.702502251E0,-4.920084476E-1
3.473906954E1,4.382586002E0,9.678560257E0,-6.021417379E-1
3.474106251E1,4.325125217E0,9.621099472E0,-7.272387743E-1
3.474305548E1,4.258087635E0,9.554061890E0,-7.799112201E-1
3.474504845E1,4.200626850E0,9.496601105E0,-8.277952671E-1
3.474704142E1,4.167108059E0,9.463082314E0,-8.804676533E-1
3.474903439E1,4.109647274E0,9.386467934E0,-8.948329091E-1
3.475102736E1,4.066551685E0,9.333795547E0,-8.948329091E-1
3.475302032E1,4.042609692E0,9.305065155E0,-8.900445104E-1
3.475501329E1,4.033032894E0,9.247005463E0,-8.421604633E-1
3.475700626E1,4.004302502E0,9.237428665E0,-8.277952671E-1
3.475899923E1,4.018667698E0,9.189544678E0,-7.799112201E-1
3.476099220E1,3.985148668E0,9.165602684E0,-7.080851793E-1
3.476298517E1,3.980360270E0,9.127295494E0,-6.171054840E-1
3.476497814E1,3.927687883E0,9.112930298E0,-5.303156972E-1
3.476697111E1,3.903745890E0,9.108141899E0,-4.345476031E-1
3.476896408E1,3.879803896E0,9.127295494E0,-3.675099611E-1
3.477095704E1,3.817554712E0,9.141660690E0,-2.573766708E-1
3.477295001E1,3.764283657E0,9.165602684E0,-1.807622313E-1
3.477494298E1,3.692457676E0,9.184756279E0,-8.020575345E-2
3.477693595E1,3.620631456E0,9.223063469E0,-8.379706182E-3
3.477892892E1,3.524863482E0,9.261370659E0,5.386953801E-2
3.478092189E1,3.448249102E0,9.285911560E0,1.017535701E-1
3.478291486E1,3.342904091E0,9.309853554E0,1.304839998E-1
3.478490783E1,3.261501312E0,9.348160744E0,1.448491961E-1
3.478690079E1,3.170521498E0,9.367314339E0,1.544260085E-1
3.478889376E1,3.069965124E0,9.391256332E0,1.256955862E-1
3.479088673E1,2.988562346E0,9.419986725E0,5.386953801E-2
3.479287970E1,2.902370930E0,9.434351921E0,-3.591302549E-3
3.479487272E1,2.811391354E0,9.434351921E0,-7.062894851E-2
3.479686574E1,2.725200176E0,9.419986725E0,-1.424549967E-1
3.479885876E1,2.638410330E0,9.415198326E0,-2.334346622E-1
3.480085178E1,2.518700123E0,9.396044731E0,-3.579331636E-1
3.480284480E1,2.422932148E0,9.376891136E0,-4.393360019E-1
3.480483782E1,2.336740971E0,9.352949142E0,-5.398924947E-1
3.480683085E1,2.197877169E0,9.348160744E0,-6.410474777E-1
3.480882387E1,2.121262789E0,9.348160744E0,-7.128735781E-1
3.481081689E1,2.025494576E0,9.343372345E0,-7.511807680E-1
3.481280991E1,1.939303398E0,9.338583946E0,-7.751228213E-1
3.481480293E1,1.900996208E0,9.324218750E0,-8.373720646E-1
3.481679595E1,1.853112102E0,9.319430351E0,-8.613140583E-1
3.481878897E1,1.857900500E0,9.295488358E0,-8.756792545E-1
3.482078199E1,1.814804912E0,9.271546364E0,-8.517372608E-1
3.482277501E1,1.776497602E0,9.281123161E0,-7.990648150E-1
3.482476803E1,1.757344007E0,9.256582260E0,-7.751228213E-1
3.482676106E1,1.771709204E0,9.251793861E0,-7.224503756E-1
3.482875408E1,1.728613615E0,9.232640266E0,-6.697779298E-1
3.483074710E1,1.704671621E0,9.213486671E0,-5.781996846E-1
3.483274012E1,1.671152830E0,9.203909874E0,-4.824316502E-1
3.483473314E1,1.651999116E0,9.199121475E0,-3.914519846E-1
3.483672616E1,1.608903527E0,9.194333076E0,-3.004723191E-1
3.483871918E1,1.546055794E0,9.179967880E0,-1.951274425E-1
3.484071220E1,1.498171687E0,9.175179482E0,-8.020575345E-2
3.484270522E1,1.435922503E0,9.151237488E0,2.035071515E-2
3.484469824E1,1.440710902E0,9.160814285E0,1.209071875E-1
3.484669126E1,1.426345706E0,9.156025887E0,2.501940727E-1
3.484868428E1,1.411980510E0,9.170391083E0,3.699041605E-1
3.485067731E1,1.378461599E0,9.170391083E0,5.285200477E-1
3.485267033E1,1.325789213E0,9.170391083E0,6.530185342E-1
3.485466335E1,1.297058821E0,9.213486671E0,7.823054194E-1
3.485665637E1,1.258751512E0,9.251793861E0,9.355342984E-1
3.485864939E1,1.253963113E0,9.314641953E0,1.103128433E0
3.486064241E1,1.277905107E0,9.372102737E0,1.275510907E0
3.486263543E1,1.335366011E0,9.439140320E0,1.476623893E0
3.486462845E1,1.388038397E0,9.491812706E0,1.668758631E0
3.486662147E1,1.479018092E0,9.549273491E0,1.879448295E0
3.486861449E1,1.570596337E0,9.597157478E0,2.080561161E0
3.487060746E1,1.651999116E0,9.664195061E0,2.300827742E0
3.487260043E1,1.800439715E0,9.702502251E0,2.521094322E0
3.487459340E1,1.934514999E0,9.726444244E0,2.741360903E0
3.487658637E1,2.097320795E0,9.759963036E0,2.933495522E0
3.487857934E1,2.269703150E0,9.798270226E0,3.125031710E0
3.488057230E1,2.509123325E0,9.812635422E0,3.297414303E0
3.488256527E1,2.734776974E0,9.831789017E0,3.450643301E0
3.488455824E1,3.017292738E0,9.850942612E0,3.608660460E0
3.488655121E1,3.261501312E0,9.879673004E0,3.709217072E0
3.488854418E1,3.553593874E0,9.855731010E0,3.800196648E0
3.489053715E1,3.812766314E0,9.898826599E0,3.881599426E0
3.489253012E1,4.071340084E0,9.908403397E0,3.901351690E0
3.489452309E1,4.334702015E0,9.941922188E0,3.925293684E0
3.489651606E1,4.578910828E0,9.961075783E0,3.901351690E0
3.489850902E1,4.775235176E0,9.985017776E0,3.833715439E0
3.490050199E1,4.948216438E0,1.001374817E1,3.781043053E0
3.490249496E1,5.106233597E0,1.006163311E1,3.685275078E0
3.490448793E1,5.216366768E0,1.007120991E1,3.589506865E0
3.490648090E1,5.264250755E0,1.011430550E1,3.469796896E0
3.490847387E1,5.278616428E0,1.016218948E1,3.354875088E0
3.491046684E1,5.302558422E0,1.021007347E1,3.278260708E0
3.491245981E1,5.269039154E0,1.024359226E1,3.182492495E0
3.491445277E1,5.211578369E0,1.025795746E1,3.096301317E0
3.491644574E1,5.115810394E0,1.026753426E1,3.014898539E0
3.491843871E1,5.024830818E0,1.029147625E1,2.938283920E0
3.492043168E1,4.933851242E0,1.030584145E1,2.880823135E0
3.492242465E1,4.818330765E0,1.030105305E1,2.775478363E0
3.492441762E1,4.808753967E0,1.029626465E1,2.755726099E0
3.492641059E1,4.732139587E0,1.027232265E1,2.683900118E0
3.492840356E1,4.612429619E0,1.022443867E1,2.602497339E0
3.493039652E1,4.531026840E0,1.014782429E1,2.506729126E0
3.493238949E1,4.473566055E0,1.008557510E1,2.425326347E0
3.493438246E1,4.392162800E0,1.002811337E1,2.334346771E0
3.493637543E1,4.258087635E0,9.927556992E0,2.267308950E0
3.493836840E1,4.195838451E0,9.836577415E0,2.190694571E0
3.494036137E1,4.104858875E0,9.764751434E0,2.061407566E0
3.494235434E1,3.994725466E0,9.683348656E0,1.965639591E0
3.494434730E1,3.884592295E0,9.578003883E0,1.836352706E0
3.494634027E1,3.827131510E0,9.506177902E0,1.778891921E0
3.494833324E1,3.735553265E0,9.410409927E0,1.683123827E0
3.495032621E1,3.649361849E0,9.300276756E0,1.572391987E0
3.495231918E1,3.563170671E0,9.223063469E0,1.514931083E0
3.495431215E1,3.491344690E0,9.122507095E0,1.428739905E0
3.495630512E1,3.419518471E0,9.045892715E0,1.371279001E0
3.495829809E1,3.338115692E0,8.945336342E0,1.304241419E0
3.496029106E1,3.271078110E0,8.859145164E0,1.256357312E0
3.496228402E1,3.218405724E0,8.739435196E0,1.222838521E0
3.496427699E1,3.146579504E0,8.638877869E0,1.189319730E0
3.496626996E1,3.103483915E0,8.571840286E0,1.155800819E0
3.496826293E1,3.098695517E0,8.485649109E0,1.194108129E0
3.497025590E1,3.012504339E0,8.389881134E0,1.170166135E0
3.497224887E1,2.959831953E0,8.294113159E0,1.174954534E0
3.497424184E1,2.945466757E0,8.188768387E0,1.203684926E0
3.497623481E1,2.911947727E0,8.106766701E0,1.232415318E0
3.497822777E1,2.911947727E0,8.025363922E0,1.232415318E0
3.498022074E1,2.921524525E0,7.953537941E0,1.208473325E0
3.498221371E1,2.868852139E0,7.862558365E0,1.203684926E0
3.498420668E1,2.844910145E0,7.805097580E0,1.246780515E0
3.498619965E1,2.782660961E0,7.747636795E0,1.275510907E0
3.498819262E1,2.782660961E0,7.709329605E0,1.356913805E0
3.499018559E1,2.768295765E0,7.661445618E0,1.376067400E0
3.499217856E1,2.787449360E0,7.603984833E0,1.438316703E0
3.499417152E1,2.787449360E0,7.546523571E0,1.457470298E0
3.499616449E1,2.830544949E0,7.493851185E0,1.486200690E0
3.499815746E1,2.897582531E0,7.460332394E0,1.505354285E0
3.500015043E1,2.878428936E0,7.402871609E0,1.548449993E0
3.500214340E1,2.892794132E0,7.359776020E0,1.610699177E0
3.500413642E1,2.955043554E0,7.359776020E0,1.639429569E0
3.500612944E1,3.017292738E0,7.345410824E0,1.716642618E0
3.500812246E1,3.017292738E0,7.340622425E0,1.754949808E0
3.501011548E1,3.031657934E0,7.359776020E0,1.802833915E0
3.501210850E1,3.089118719E0,7.331045628E0,1.855506301E0
3.501410152E1,3.160944700E0,7.350199223E0,1.922544003E0
3.501609454E1,3.194463730E0,7.383718014E0,1.936909199E0
3.501808756E1,3.218405724E0,7.383718014E0,2.042253971E0
3.502008059E1,3.271078110E0,7.407660007E0,2.099714994E0
3.502207361E1,3.318962097E0,7.450755596E0,2.171540976E0
3.502406663E1,3.318962097E0,7.484274387E0,2.248155355E0
3.502605965E1,3.338115692E0,7.517793179E0,2.329558372E0
3.502805267E1,3.381211281E0,7.575253963E0,2.401384354E0
3.503004569E1,3.409941673E0,7.603984833E0,2.482787132E0
3.503203871E1,3.405153275E0,7.642292023E0,2.554613113E0
3.503403173E1,3.376422882E0,7.690176010E0,2.674323320E0
3.503602475E1,3.424306870E0,7.752425194E0,2.731784105E0
3.503801777E1,3.405153275E0,7.781155586E0,2.828150749E0
3.504001079E1,3.385999680E0,7.809885979E0,2.880823135E0
3.504200382E1,3.357269287E0,7.848193169E0,2.943072557E0
3.504399684E1,3.318962097E0,7.891288757E0,2.995744944E0
3.504598986E1,3.261501312E0,7.900865555E0,3.034052134E0
3.504798288E1,3.232770920E0,7.924807549E0,3.091512918E0
3.504997590E1,3.165733099E0,7.958326340E0,3.110666513E0
3.505196892E1,3.079541922E0,7.972691536E0,3.105878115E0
3.505396194E1,3.017292738E0,7.991845131E0,3.120243311E0
3.505595496E1,2.969408751E0,7.987056732E0,3.105878115E0
3.505794798E1,2.883217335E0,8.001421928E0,3.105878115E0
3.505994100E1,2.801814556E0,8.006210327E0,3.067570925E0
3.506193402E1,2.710834980E0,7.982268333E0,3.048417330E0
3.506392704E1,2.643198729E0,7.982268333E0,3.014898539E0
3.506592006E1,2.600103140E0,7.972691536E0,2.986168146E0
3.506791309E1,2.537853718E0,7.963114738E0,2.947860956E0
3.506990611E1,2.466027737E0,7.934384346E0,2.923918724E0
3.507189913E1,2.466027737E0,7.900865555E0,2.861669540E0
3.507389215E1,2.427720547E0,7.872135162E0,2.832939148E0
3.507588517E1,2.379836559E0,7.814674377E0,2.813785553E0
3.507787819E1,2.336740971E0,7.795520782E0,2.818573952E0
3.507987121E1,2.351106167E0,7.781155586E0,2.794631958E0
3.508186418E1,2.308010340E0,7.733271599E0,2.794631958E0
3.508385715E1,2.274491549E0,7.694964409E0,2.804208755E0
3.508585012E1,2.279279947E0,7.666234016E0,2.828150749E0
3.508784309E1,2.260126352E0,7.627926826E0,2.847304344E0
3.508983606E1,2.240972757E0,7.575253963E0,2.880823135E0
3.509182902E1,2.279279947E0,7.541735172E0,2.890399933E0
3.509382199E1,2.260126352E0,7.503427982E0,2.923918724E0
3.509581496E1,2.274491549E0,7.455543995E0,2.952649355E0
3.509780793E1,2.274491549E0,7.441178799E0,2.990956545E0
3.509980090E1,2.288856745E0,7.402871609E0,3.038840532E0
3.510179387E1,2.284068346E0,7.359776020E0,3.072359324E0
3.510378684E1,2.293645144E0,7.311892033E0,3.105878115E0
3.510577981E1,2.317587137E0,7.287950039E0,3.139396906E0
3.510777277E1,2.375048161E0,7.268796444E0,3.158550501E0
3.510976574E1,2.427720547E0,7.273584843E0,3.144185305E0
3.511175871E1,2.480392933E0,7.264008045E0,3.158550501E0
3.511375168E1,2.547430515E0,7.268796444E0,3.139396906E0
3.511574465E1,2.604891539E0,7.278373241E0,3.153762102E0
3.511773762E1,2.652775526E0,7.297526836E0,3.134608507E0
3.511973059E1,2.706046581E0,7.307103634E0,3.120243311E0
3.512172356E1,2.758718967E0,7.335834026E0,3.096301317E0
3.512371652E1,2.811391354E0,7.369352818E0,3.086724520E0
3.512570949E1,2.854486942E0,7.407660007E0,3.081936121E0
3.512770246E1,2.888005733E0,7.436390400E0,3.081936121E0
3.512969543E1,2.950255156E0,7.474697590E0,3.091512918E0
3.513168840E1,2.988562346E0,7.527369976E0,3.096301317E0
3.513368137E1,3.036446333E0,7.584830761E0,3.110666513E0
3.513567434E1,3.079541922E0,7.637503624E0,3.139396906E0
3.513766730E1,3.098695517E0,7.704541206E0,3.163338900E0
3.513966027E1,3.146579504E0,7.776367188E0,3.177704096E0
3.514165324E1,3.180098295E0,7.848193169E0,3.201646328E0
3.514364621E1,3.194463730E0,7.876923561E0,3.206434727E0
3.514563918E1,3.218405724E0,7.924807549E0,3.211223125E0
3.514763215E1,3.280654907E0,7.972691536E0,3.235165119E0
3.514962512E1,3.295020103E0,8.025363922E0,3.230376720E0
3.515161809E1,3.333327293E0,8.068459511E0,3.249530315E0
3.515361106E1,3.362057686E0,8.078036308E0,3.249530315E0
3.515560402E1,3.400364876E0,8.101978302E0,3.249530315E0
3.515759699E1,3.448249102E0,8.116343498E0,3.273472309E0
3.515958996E1,3.496133089E0,8.135497093E0,3.283049107E0
3.516158293E1,3.515286684E0,8.145672798E0,3.297414303E0
3.516357590E1,3.558382273E0,8.121131897E0,3.316567898E0
3.516556887E1,3.615843058E0,8.125920296E0,3.335721493E0
3.516756184E1,3.682880878E0,8.125920296E0,3.388393879E0
3.516955481E1,3.730764866E0,8.116343498E0,3.417124271E0
3.517154777E1,3.812766314E0,8.101978302E0,3.455431700E0
3.517354074E1,3.865438700E0,8.087613106E0,3.503315687E0
3.517553371E1,3.932476282E0,8.044517517E0,3.493738890E0
3.517752668E1,3.994725466E0,8.025363922E0,3.546411276E0
3.517951965E1,4.090493679E0,7.977479935E0,3.618237257E0
3.518151262E1,4.152742863E0,7.934384346E0,3.666121244E0
3.518350559E1,4.210203648E0,7.900865555E0,3.704428673E0
3.518549856E1,4.224568844E0,7.848193169E0,3.728370667E0
3.518749152E1,4.282029629E0,7.800309181E0,3.776254654E0
3.518948449E1,4.344278812E0,7.762001991E0,3.838503838E0
3.519147746E1,4.363432407E0,7.718906403E0,3.886387825E0
3.519347043E1,4.396951199E0,7.680599213E0,3.944447279E0
3.519546340E1,4.444835663E0,7.632715225E0,4.001908302E0
3.519745637E1,4.492719650E0,7.575253963E0,4.040215492E0
3.519944934E1,4.545392036E0,7.536946774E0,4.097676277E0
3.520144230E1,4.602852821E0,7.479485989E0,4.150348663E0
3.520343527E1,4.650736809E0,7.431602001E0,4.193444252E0
3.520542824E1,4.717774391E0,7.388506413E0,4.231751442E0
3.520742121E1,4.794388771E0,7.335834026E0,4.284423828E0
3.520941418E1,4.823119164E0,7.307103634E0,4.327519417E0
3.521140715E1,4.832695961E0,7.278373241E0,4.327519417E0
3.521340017E1,4.856637955E0,7.244854450E0,4.322731018E0
3.521539319E1,4.837484360E0,7.225700855E0,4.308365822E0
3.521738621E1,4.880579948E0,7.196970463E0,4.298789024E0
3.521937923E1,4.885368347E0,7.192182064E0,4.274847031E0
3.522137225E1,4.914099216E0,7.168240070E0,4.246116638E0
3.522336527E1,4.953004837E0,7.158663273E0,4.222174644E0
3.522535829E1,5.015254021E0,7.149086475E0,4.179079056E0
3.522735132E1,5.063138008E0,7.125144482E0,4.155137062E0
3.522934434E1,5.120598793E0,7.096413612E0,4.102464676E0
3.523133736E1,5.197213173E0,7.101202011E0,4.073734283E0
3.523333038E1,5.225943565E0,7.120356083E0,4.021061897E0
3.523532340E1,5.297770023E0,7.110779285E0,3.977966070E0
3.523731642E1,5.355230808E0,7.105990410E0,3.925293684E0
3.523930944E1,5.412691593E0,7.120356083E0,3.881599426E0
3.524130246E1,5.479729176E0,7.149086475E0,3.800196648E0
3.524329548E1,5.503671169E0,7.168240070E0,3.761889458E0
3.524528850E1,5.556343555E0,7.192182064E0,3.685275078E0
3.524728152E1,5.580285549E0,7.206547260E0,3.632602453E0
3.524927454E1,5.585073948E0,7.264008045E0,3.570353270E0
3.525126756E1,5.575497150E0,7.302315235E0,3.527257681E0
3.525326059E1,5.541978359E0,7.369352818E0,3.469796896E0
3.525525361E1,5.580285549E0,7.412448406E0,3.445854902E0
3.525724663E1,5.570708752E0,7.450755596E0,3.402759075E0
3.525923965E1,5.537189960E0,7.527369976E0,3.388393879E0
3.526123267E1,5.465363979E0,7.584830761E0,3.378817081E0
3.526322569E1,5.417479992E0,7.651868820E0,3.383605480E0
3.526521871E1,5.379172802E0,7.733271599E0,3.417124271E0
3.526721173E1,5.321712017E0,7.795520782E0,3.436278105E0
3.526920475E1,5.297770023E0,7.891288757E0,3.465008497E0
3.527119777E1,5.245097160E0,7.929595947E0,3.508104086E0
3.527319079E1,5.202001572E0,8.006210327E0,3.579930067E0
3.527518382E1,5.168482780E0,8.034940720E0,3.646967649E0
3.527717684E1,5.115810394E0,8.106766701E0,3.728370667E0
3.527916986E1,5.091868401E0,8.160037994E0,3.824138641E0
3.528116288E1,5.053561211E0,8.193556786E0,3.925293684E0
3.528315590E1,5.043984413E0,8.227075577E0,3.992331266E0
3.528514892E1,5.010465622E0,8.251017570E0,4.083311081E0
3.528714194E1,5.000888824E0,8.298901558E0,4.183867455E0
3.528913496E1,4.986523628E0,8.303689957E0,4.274847031E0
3.529112798E1,4.972158432E0,8.346785545E0,4.351461411E0
3.529312095E1,4.957793236E0,8.365939140E0,4.428076267E0
3.529511392E1,4.933851242E0,8.361150742E0,4.499902248E0
3.529710689E1,4.904522419E0,8.389881134E0,4.557363033E0
3.529909986E1,4.885368347E0,8.389881134E0,4.605247021E0
3.530109283E1,4.832695961E0,8.394669533E0,4.614823818E0
3.530308579E1,4.775235176E0,8.423399925E0,4.643554211E0
3.530507876E1,4.736927986E0,8.409034729E0,4.638765812E0
3.530707173E1,4.669890404E0,8.404246330E0,4.610035419E0
3.530906470E1,4.602852821E0,8.423399925E0,4.581305027E0
3.531105767E1,4.531026840E0,8.399457932E0,4.547786236E0
3.531305064E1,4.463989258E0,8.389881134E0,4.523844242E0
3.531504361E1,4.396951199E0,8.365939140E0,4.480748653E0
3.531703658E1,4.301183224E0,8.351573944E0,4.437653065E0
3.531902954E1,4.258087635E0,8.327631950E0,4.404133797E0
3.532102251E1,4.195838451E0,8.313266754E0,4.384980202E0
3.532301548E1,4.114435673E0,8.289324760E0,4.341884613E0
3.532500845E1,4.071340084E0,8.274959564E0,4.308365822E0
3.532700142E1,4.009090900E0,8.246229172E0,4.231751442E0
3.532899439E1,3.965995073E0,8.222287178E0,4.174290657E0
3.533098736E1,3.922899485E0,8.193556786E0,4.112041473E0
3.533298032E1,3.884592295E0,8.164826393E0,4.045003891E0
3.533497329E1,3.851073503E0,8.145672798E0,3.992331266E0
3.533696626E1,3.831919909E0,8.135497093E0,3.934870481E0
3.533895923E1,3.812766314E0,8.111555099E0,3.857657433E0
3.534095220E1,3.764283657E0,8.125920296E0,3.814561844E0
3.534294517E1,3.745130062E0,8.125920296E0,3.781043053E0
3.534493814E1,3.716399670E0,8.125920296E0,3.737947464E0
3.534693111E1,3.678092480E0,8.125920296E0,3.728370667E0
3.534892408E1,3.673303843E0,8.130708694E0,3.733159065E0
3.535091704E1,3.658938646E0,8.155249596E0,3.723582268E0
3.535291001E1,3.634996653E0,8.164826393E0,3.752312660E0
3.535490298E1,3.639785051E0,8.193556786E0,3.771466255E0
3.535689595E1,3.625419855E0,8.222287178E0,3.804985046E0
3.535888892E1,3.606266260E0,8.255805969E0,3.867234230E0
3.536088189E1,3.634996653E0,8.289324760E0,3.930082083E0
3.536287486E1,3.606266260E0,8.303689957E0,3.987542868E0
3.536486783E1,3.606266260E0,8.351573944E0,4.083311081E0
3.536686079E1,3.611054659E0,8.385092735E0,4.164713860E0
3.536885376E1,3.606266260E0,8.394669533E0,4.255693436E0
3.537084673E1,3.625419855E0,8.432976723E0,4.356249809E0
3.537283970E1,3.630208254E0,8.466495514E0,4.442441463E0
3.537483267E1,3.663727045E0,8.500014305E0,4.519055843E0
3.537682564E1,3.687669277E0,8.519167900E0,4.605247021E0
3.537881861E1,3.749918461E0,8.552686691E0,4.662707806E0
3.538081158E1,3.812766314E0,8.571840286E0,4.739322186E0
3.538280454E1,3.860650301E0,8.576628685E0,4.782417774E0
3.538479751E1,3.937264681E0,8.595782280E0,4.806359768E0
3.538679048E1,3.985148668E0,8.629301071E0,4.811148167E0
3.538878345E1,4.047398090E0,8.658031464E0,4.811148167E0
3.539077642E1,4.128800869E0,8.681973457E0,4.787206173E0
3.539276939E1,4.181473255E0,8.686761856E0,4.739322186E0
3.539476236E1,4.243722439E0,8.701127052E0,4.686649799E0
3.539675532E1,4.305971622E0,8.729858398E0,4.590881824E0
3.539874829E1,4.373009205E0,8.753800392E0,4.504690647E0
3.540074126E1,4.396951199E0,8.792107582E0,4.384980202E0
3.540273423E1,4.425682068E0,8.825626373E0,4.241328239E0
3.540472720E1,4.430470467E0,8.835203171E0,4.121618271E0
3.540672017E1,4.478354454E0,8.859145164E0,3.963600874E0
3.540871314E1,4.459200859E0,8.892663956E0,3.819350243E0
3.541070611E1,4.430470467E0,8.921394348E0,3.646967649E0
3.541269908E1,4.396951199E0,8.950124741E0,3.503315687E0
3.541469204E1,4.373009205E0,8.998008728E0,3.335721493E0
3.541668501E1,4.349067211E0,9.031527519E0,3.177704096E0
3.541867798E1,4.282029629E0,9.065046310E0,3.043628931E0
3.542067100E1,4.224568844E0,9.093776703E0,2.947860956E0
3.542266402E1,4.171896458E0,9.108141899E0,2.828150749E0
3.542465704E1,4.114435673E0,9.151237488E0,2.731784105E0
3.542665007E1,4.037821293E0,9.170391083E0,2.650381327E0
3.542864309E1,3.965995073E0,9.189544678E0,2.607285738E0
3.543063611E1,3.918111086E0,9.175179482E0,2.578555346E0
3.543262913E1,3.875015497E0,9.170391083E0,2.583343744E0
3.543462215E1,3.807977915E0,9.160814285E0,2.583343744E0
3.543661517E1,3.749918461E0,9.127295494E0,2.616862535E0
3.543860819E1,3.668515444E0,9.112930298E0,2.674323320E0
3.544060121E1,3.620631456E0,9.098565102E0,2.717418909E0
3.544259423E1,3.548805475E0,9.045892715E0,2.785055161E0
3.544458725E1,3.515286684E0,9.031527519E0,2.871246338E0
3.544658027E1,3.472191095E0,8.978855133E0,2.928707123E0
3.544857329E1,3.429095268E0,8.930971146E0,3.043628931E0
3.545056632E1,3.448249102E0,8.897452354E0,3.134608507E0
3.545255934E1,3.419518471E0,8.873510361E0,3.235165119E0
3.545455236E1,3.424306870E0,8.849568367E0,3.345298290E0
3.545654538E1,3.433883905E0,8.811261177E0,3.484162092E0
3.545853840E1,3.496133089E0,8.844779968E0,3.589506865E0
3.546053142E1,3.553593874E0,8.883087158E0,3.714005470E0
3.546252444E1,3.644573450E0,8.921394348E0,3.814561844E0
3.546451746E1,3.754706860E0,8.993220329E0,3.920505285E0
3.546651048E1,3.898957491E0,9.132083893E0,3.944447279E0
3.546850350E1,4.018667698E0,9.281123161E0,3.977966070E0
3.547049652E1,4.143166065E0,9.458293915E0,3.930082083E0
3.547248954E1,4.258087635E0,9.712079048E0,3.896563292E0
3.547448256E1,4.373009205E0,9.980229378E0,3.809773445E0
3.547647559E1,4.440047264E0,1.024838066E1,3.709217072E0
3.547846861E1,4.521450043E0,1.059374428E1,3.555988073E0
3.548046163E1,4.660313606E0,1.099118137E1,3.388393879E0
3.548245465E1,4.751293182E0,1.140298462E1,3.125031710E0
3.548444767E1,4.803965569E0,1.182496262E1,2.880823135E0
3.548644069E1,4.803965569E0,1.226070690E1,2.655169725E0
3.548843371E1,4.789600372E0,1.265874290E1,2.372653961E0
3.549042673E1,4.717774391E0,1.307054520E1,2.061407566E0
3.549241975E1,4.636371613E0,1.343925285E1,1.745373011E0
3.549441277E1,4.521450043E0,1.379898167E1,1.414374709E0
