Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
40.00202554,-3.772754517,-1.461710358,2.608475647,4.813981617
40.01210754,-3.139122162,-0.6045927429,-0.1803749084,3.201898724
40.02218954,0.2406994629,-4.746629333,-7.903863831,9.222770176
40.03227154,6.251150665,-10.2586171,-14.01415741,18.45840506
40.04235354,11.32035919,-13.61897919,-13.09042831,22.02240767
40.05243654,12.84194504,-13.63574432,-7.419620819,20.14695631
40.06251854,12.28809677,-14.73056763,12.87637344,23.10385115
40.07260054,7.30016922,-18.36096817,27.15697678,33.58450551
40.08268254,3.873345337,-13.2883168,0.6318360901,13.85573471
40.09276454,0.7390132141,-6.629863129,-7.843389587,10.29660069
40.10284654,-3.07026535,-3.832779694,-6.186335449,7.898574289
40.11292854,-3.28446991,-2.923570404,-6.294410706,7.678190713
40.12301054,-0.2026785278,-4.68151474,-7.052733765,8.467509221
40.13309254,2.614163818,-7.6043367,-6.537505188,10.36333745
40.14317454,3.522924042,-9.764045563,-5.732778625,11.85800701
40.15325654,3.322490845,-10.95257401,-6.083499298,12.96174319
40.16333854,2.380200348,-11.70041885,-5.954018555,13.34224464
40.17342054,1.475332031,-12.45874191,-4.347110138,13.27758341
40.18350254,0.6442602539,-12.79823593,-1.254241791,12.87567616
40.19358454,-0.01242416382,-12.69450165,2.525847473,12.94335474
40.20366654,-0.4028123474,-12.07823318,4.395758972,12.85957509
40.21374854,0.1821711731,-11.04059097,3.995641022,11.74278428
40.22383054,0.7478448486,-10.03513184,2.589315491,10.39075058
40.23391254,1.102307739,-8.913514252,1.808838501,9.161752856
40.24399454,1.105002136,-7.964637451,1.241817627,8.136251623
40.25407654,1.388362885,-6.947652283,-0.4918771362,7.102067787
40.26415854,1.332978058,-6.317163391,-1.258433075,6.577768437
40.27424054,0.827479248,-6.246061249,-1.579964447,6.495713254
40.28432254,0.6369255066,-6.809489594,-1.939666443,7.108947076
40.29440554,0.9168434143,-7.438481598,-2.015558624,7.761062227
40.30448754,0.9982740784,-8.045918427,-1.158291321,8.189932432
40.31456879,1.169517975,-8.540789337,0.2622546387,8.624478668
40.32465079,1.227597198,-8.931925964,1.389261017,9.122299189
40.33473279,0.872535553,-9.08685379,1.909728699,9.326269018
40.34481479,0.6255491638,-8.972491608,2.1061203,9.237567869
40.35489679,0.4478686523,-8.683143311,1.661844177,8.852078296
40.36497879,0.1806742859,-8.238268433,-0.07125183105,8.240557432
40.37506079,-0.1157093811,-8.057594147,-2.014510803,8.306411131
40.38514279,-0.4454736328,-8.524323578,-2.66311203,8.941739479
40.39522479,-0.6873706055,-9.755662994,-1.321152649,9.868681935
40.40530679,-0.5322930908,-10.88237,0.8988807678,10.93239678
40.41538879,-0.3709286499,-11.55611893,3.015479279,11.94883208
40.42547079,-0.09654922485,-11.82705551,4.057462463,12.50406196
40.43555279,0.2300715637,-12.22687408,3.195704498,12.6396958
40.44563479,-0.3122506714,-12.58073822,1.674567719,12.69553668
40.45571679,-2.043251038,-12.81784515,1.74342453,13.09624214
40.46579879,-3.768413544,-12.96289352,2.537822571,13.73601443
40.47588079,-5.231321411,-12.71650589,3.804787903,14.26718812
40.48596279,-5.829178162,-12.0926033,5.233117676,14.40818841
40.49604479,-4.849315796,-11.33592682,5.120701447,13.35068103
40.50612679,-3.343147888,-10.50350784,4.119134216,11.76722489
40.51620879,-2.56835907,-10.67295547,2.834804993,11.33774961
