Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
10.00146446,-2.036292076,-7.679764271,3.260220766,8.58803261
10.00378285,-2.124826431,-7.561917782,3.239283562,8.496496095
10.00610123,-2.206780672,-7.347760201,3.223132133,8.321540822
10.00841962,-2.268395901,-7.142575741,3.120838881,8.117982723
10.010738,-2.238485575,-6.945765972,2.933600664,7.865144338
10.01305634,-2.194218397,-6.892525673,2.575873613,7.678322043
10.01537472,-2.125424623,-6.881757736,2.228316069,7.539324364
10.01769311,-1.944766641,-6.772286415,1.923829436,7.303909931
10.0200115,-1.773081541,-6.64427042,1.547558069,7.048764682
10.02232988,-1.595414519,-6.554539204,1.042672515,6.826016235
10.02464827,-1.434497118,-6.532405853,0.6191428304,6.71665438
10.02695373,-1.278365493,-6.548557281,0.2536391914,6.676986868
10.02928504,-1.110867858,-6.641279221,-0.1591227055,6.735424049
10.03160342,-0.8949156404,-6.771687984,-0.5330012441,6.85132998
10.03390884,-0.717248559,-6.906882763,-0.8069794178,6.990757525
10.03624014,-0.5700899959,-7.019345284,-1.014556766,7.115162419
10.03855853,-0.4313062727,-7.17009306,-1.183848977,7.279955905
10.040864,-0.3493520916,-7.33639431,-1.273579836,7.454309757
10.0431953,-0.3008974493,-7.5421772,-1.295115232,7.658478939
10.04551368,-0.2895315289,-7.810173035,-1.245464206,7.914152666
10.04783207,-0.3439682424,-8.118846893,-1.138385415,8.205480509
10.05015045,-0.457029134,-8.438288689,-0.9320043921,8.501895307
10.05246884,-0.6329016089,-8.739784241,-0.6311069727,8.785367894
10.05477431,-0.8243274093,-9.026325226,-0.1872383654,9.065821582
10.05710561,-1.05224371,-9.232108116,0.35174492,9.298535454
10.05942394,-1.304088354,-9.457631111,0.9948160052,9.598806778
10.06172941,-1.51944232,-9.611370087,1.633101463,9.866821185
10.06406071,-1.68574357,-9.671789169,2.252842426,10.07276209
10.0663791,-1.74735868,-9.662218094,2.785843849,10.20650022
10.06868457,-1.698904037,-9.617352486,3.12921381,10.25532656
10.07101587,-1.549352646,-9.51745224,3.235096216,10.17095071
10.07333426,-1.284945726,-9.372088432,3.131606579,9.964641833
10.07565264,-0.9547362328,-9.144171715,2.79421854,9.609113116
10.07797103,-0.513858676,-8.88993454,2.29052949,9.194645844
10.08028941,0.01016949583,-8.667402267,1.668395638,8.826523069
10.08259483,0.5497509837,-8.459226608,0.9367900491,8.528676131
10.08492613,1.230509043,-8.357531548,0.1890329868,8.449746715
10.08724452,1.92741859,-8.347361565,-0.5300102234,8.583373366
10.08954998,2.68713975,-8.417949677,-1.109671474,8.905838959
10.09188129,3.40498662,-8.517251968,-1.627119422,9.315848463
10.09419967,4.04087925,-8.833703041,-1.996212244,9.917049856
10.09650514,4.68275404,-9.232108116,-2.2259233,10.58842482
10.09883644,5.258227825,-9.670592308,-2.308475733,11.24714967
10.10115483,5.666203976,-10.12642574,-2.354537487,11.8403637
10.1034603,5.927021503,-10.63430214,-2.304886341,12.39074118
10.1057916,5.983851433,-11.18046379,-2.271985054,12.88297965
10.10810993,5.842076302,-11.63928795,-2.136192322,13.19720414
