relative_time,AccX,AccY,AccZ
0,-0.42877197265625,2.5508270263671875,9.449615478515625
59,-0.3796539306640625,2.5860443115234375,9.395248413085938
117,-0.3796539306640625,2.6020660400390625,9.358444213867188
175,-0.295684814453125,,
176,,2.6389007568359375,9.40643310546875
234,-0.31787109375,2.6116790771484375,9.4752197265625
293,-0.3194732666015625,2.637298583984375,9.430419921875
351,-0.28778076171875,,
352,,2.6949615478515625,9.264068603515625
410,-0.267181396484375,,
411,,2.7013702392578125,9.211273193359375
469,-0.157867431640625,2.5540313720703125,9.259262084960938
528,-0.0992431640625,2.55242919921875,9.411224365234375
586,-0.1863861083984375,2.398681640625,9.420822143554688
645,-0.184814453125,2.1552581787109375,9.355239868164062
704,0.3205718994140625,1.831756591796875,10.187057495117188
762,-0.3844146728515625,,
763,,2.5075836181640625,9.084915161132812
821,0.7752532958984375,1.71484375,8.897750854492188
880,1.0034027099609375,3.3771820068359375,9.108901977539062
938,2.70013427734375,,
939,,1.777313232421875,9.142486572265625
997,3.1104583740234375,2.16326904296875,7.920379638671875
1056,3.227691650390625,2.04156494140625,8.0611572265625
1114,3.2245330810546875,0.4032440185546875,8.227508544921875
1176,2.84588623046875,0.159820556640625,6.0408172607421875
1232,4.0261688232421875,-1.3871917724609375,5.6185302734375
1291,6.5229644775390625,-2.3897247314453125,5.4985504150390625
1349,8.435165405273438,-2.8477325439453125,6.3255615234375
1408,9.764358520507812,-2.2599945068359375,5.354583740234375
1467,10.72283935546875,-3.164825439453125,5.1610260009765625
1526,11.873016357421875,-3.513946533203125,5.431365966796875
1584,10.93829345703125,-4.1273040771484375,4.7483367919921875
1643,9.26531982421875,-3.8870849609375,4.1180877685546875
1701,8.108795166015625,,
1702,,-4.3290863037109375,3.35345458984375
1760,7.894927978515625,-4.0568389892578125,
1761,,,3.163116455078125
1819,8.281494140625,-3.6548919677734375,2.6240386962890625
1877,9.276397705078125,,
1878,,-3.6564788818359375,3.150299072265625
1936,9.48394775390625,-3.97357177734375,1.3907318115234375
1995,8.848648071289062,-3.782989501953125,-0.87274169921875
2054,9.235214233398438,-2.8973846435546875,2.518463134765625
2112,7.87908935546875,-2.0774383544921875,1.296356201171875
2172,8.016921997070312,-2.668365478515625,2.855987548828125
2230,9.312850952148438,-3.5219573974609375,3.13592529296875
2288,9.911697387695312,-2.895782470703125,-2.0068511962890625
2347,9.588516235351562,-5.41009521484375,0.4885406494140625
2406,8.240310668945312,-5.75921630859375,0.0854339599609375
2464,7.2485504150390625,-5.4949798583984375,1.089996337890625
2523,7.36737060546875,-6.8129730224609375,1.589080810546875
2582,7.2485504150390625,-6.8113861083984375,0.46295166015625
2640,3.36553955078125,-9.128707885742188,-1.384613037109375
2699,3.598419189453125,-7.019561767578125,0.88525390625
2758,3.5825653076171875,-6.6111907958984375,-1.3286285400390625
2816,1.8699798583984375,,
2817,,-5.8793182373046875,1.849822998046875
2875,-1.0196990966796875,-24.996078491210938,-0.4632415771484375
2934,0.5249481201171875,-3.566802978515625,0.4389495849609375
2993,-4.3925933837890625,-10.752609252929688,1.718658447265625
3051,-5.8738861083984375,-9.820541381835938,-1.760528564453125
3110,-2.3536529541015625,-9.2840576171875,0.7956695556640625
3169,-2.2886962890625,-10.193679809570312,0.2773895263671875
3227,-2.789337158203125,-8.37762451171875,-0.109710693359375
3286,-1.905303955078125,-9.21038818359375,0.1878204345703125
3345,-1.317535400390625,-9.609146118164062,-0.3368682861328125
3403,-1.558349609375,-10.352218627929688,5.285797119140625
3462,-2.0035400390625,-8.536148071289062,2.4816741943359375
3521,-3.0998382568359375,,
3522,,-9.82855224609375,1.5666961669921875
3579,-1.8292694091796875,-9.320877075195312,0.9156341552734375
3639,-1.509246826171875,-9.682815551757812,0.9492340087890625
3697,-1.7120361328125,-9.57391357421875,1.1139984130859375
3756,-1.7025299072265625,-9.513046264648438,1.9777984619140625
3814,-1.8625335693359375,-9.386550903320312,2.3472900390625
3874,-2.2205810546875,-9.351318359375,1.9409942626953125
3932,-2.2681121826171875,-9.364120483398438,1.7826385498046875
3990,-2.2649383544921875,-9.368927001953125,1.8226318359375
4049,-2.17620849609375,-9.412155151367188,1.9745941162109375
4108,-2.2047271728515625,-9.391342163085938,1.78582763671875
4166,-2.163543701171875,-9.4329833984375,1.5171051025390625
4226,-2.166717529296875,-9.415359497070312,1.2019805908203125
4284,-1.9512481689453125,-9.324081420898438,1.3939208984375
4344,-1.906890869140625,-9.487442016601562,1.673858642578125
4401,-1.6454925537109375,-9.2984619140625,2.284912109375
4461,-1.5345916748046875,-9.529067993164062,2.6272430419921875
4519,-1.3397216796875,-9.276046752929688,2.771209716796875
4577,-1.3492431640625,-9.231201171875,3.0783233642578125
4636,-1.691436767578125,-9.131912231445312,3.340667724609375
4695,-2.0146331787109375,-9.05023193359375,2.988739013671875
4754,-1.906890869140625,,
4755,,-9.229598999023438,2.5136566162109375
4814,-1.15435791015625,-9.570709228515625,2.2529144287109375
4871,-1.52667236328125,-9.673202514648438,1.5186920166015625
