relative_time,AccX,AccY,AccZ
27037,-5.359334468841553,8.989643096923828,
27105,-6.674479007720947,4.615235328674316,-2.2765026092529297
27171,-3.981088161468506,6.665658473968506,-1.672206163406372
27237,-4.974911689758301,4.406308174133301,-3.0448691844940186
27302,,,-3.7625069618225098
27303,-6.413252353668213,9.535971641540527,
27369,-7.68658447265625,6.282691955566406,-4.572216987609863
27435,-4.234701156616211,16.28050422668457,2.592250108718872
27501,-4.1606245040893555,4.1057305335998535,-0.38471949100494385
27567,-6.038789749145508,10.582103729248047,1.2642438411712646
27633,-3.6605429649353027,7.018573760986328,1.4574558734893799
27699,-5.2022552490234375,8.153616905212402,0.7629267573356628
64046,,,2.1128830909729004
64047,,,-2.6990697383880615
64048,,8.781644821166992,-2.9970808029174805
64049,,8.212150573730469,
64050,-5.9509992599487305,9.095102310180664,
64051,-5.716501235961914,,
64052,-4.378918647766113,,
64053,-3.766356945037842,,
64060,2.8593664169311523,4.584628105163574,7.487166404724121
64074,,5.450830936431885,8.051872253417969
64075,2.8162899017333984,,
64095,1.55010187625885,5.623318672180176,8.425788879394531
64115,,4.224808216094971,8.781156539916992
64116,1.358058214187622,,
64135,1.2434908151626587,4.7338151931762695,8.071399688720703
64155,1.5615941286087036,4.45172119140625,7.6508917808532715
64175,2.177018880844116,3.7317562103271484,8.82588005065918
64195,2.3297975063323975,2.8305976390838623,9.798806190490723
64214,,,9.811782836914062
64215,1.6381605863571167,2.3535194396972656,
64234,,,10.044844627380371
64235,1.7915045022964478,2.954559803009033,
64254,,,10.861333847045898
64255,2.7692008018493652,4.403731822967529,
64277,4.152771472930908,6.091212749481201,12.200803756713867
64306,1.8492335081100464,2.375009775161743,11.183478355407715
64356,2.9275341033935547,2.9599995613098145,10.568724632263184
64375,2.1073381900787354,1.8675826787948608,9.229015350341797
64395,3.144247531890869,2.027400493621826,10.237098693847656
